timestamp,x,y,SSID,RSSI,Mac addr.

2025-05-27 17:07:14.225685,3.849792763664759,9.21591751779359,DIRECT-34-HP M283 LaserJet,-56,AA:3B:76:CB:18:34
2025-05-27 17:07:14.335204,3.849792763664759,9.21591751779359,ASUS_A8_2G,-56,F0:2F:74:E2:C4:A8
2025-05-27 17:07:14.445137,3.849792763664759,9.21591751779359,jerryma,-58,F2:1A:15:DC:E4:ED
2025-05-27 17:07:14.553588,3.849792763664759,9.21591751779359,Andy,-59,06:90:08:27:28:40
2025-05-27 17:07:14.660187,3.849792763664759,9.21591751779359,JacksoniPhone,-61,3E:CB:EC:CC:07:24
2025-05-27 17:07:14.767149,3.849792763664759,9.21591751779359,DIRECT-79-HP M227f LaserJet,-62,4E:EB:BD:6F:EC:79
2025-05-27 17:07:14.876911,3.849792763664759,9.21591751779359,D-Link_DIR-612,-63,48:EE:0C:A9:21:B0
2025-05-27 17:07:14.986680,3.849792763664759,9.21591751779359,eduroam,-66,F4:2E:7F:D3:10:80
2025-05-27 17:07:15.094563,3.849792763664759,9.21591751779359,NYCU,-66,F4:2E:7F:D3:10:82
2025-05-27 17:07:15.203770,3.849792763664759,9.21591751779359,NYCU-Guest,-66,F4:2E:7F:D3:10:83
2025-05-27 17:07:15.313051,3.849792763664759,9.21591751779359,NYCU-Seminar,-66,F4:2E:7F:D3:10:84
2025-05-27 17:07:15.420820,3.849792763664759,9.21591751779359,LAB337_EX(2.4G),-66,34:97:F6:A6:80:40
2025-05-27 17:07:15.527945,3.849792763664759,9.21591751779359,LAB334,-69,10:27:F5:E0:85:37
2025-05-27 17:07:15.637728,3.849792763664759,9.21591751779359,AIUVL,-69,10:7C:61:DA:BF:A6
2025-05-27 17:07:15.745568,3.849792763664759,9.21591751779359,BMELab,-70,AC:9E:17:79:CE:50
2025-05-27 17:07:15.854014,3.849792763664759,9.21591751779359,APL_ASUS,-72,10:C3:7B:C5:F8:00
2025-05-27 17:07:15.963020,3.849792763664759,9.21591751779359,BMELabIII,-75,14:DA:E9:80:B0:34
2025-05-27 17:07:16.070662,3.849792763664759,9.21591751779359,LAB335-1,-76,40:86:CB:DF:DB:C8
2025-05-27 17:07:16.178926,3.849792763664759,9.21591751779359,Lab542,-79,A0:36:BC:0E:7A:B8
2025-05-27 17:07:16.289148,3.849792763664759,9.21591751779359,WYTN_RD-LAB,-81,A8:5E:45:9A:82:60
2025-05-27 17:07:16.398637,3.849792763664759,9.21591751779359,DIRECT-21-HP M148 LaserJet,-84,4E:EB:BD:6F:E7:21
2025-05-27 17:07:16.491336,3.849792763664759,9.21591751779359,ARA_Public,-88,DA:E3:E5:C9:A9:E7

2025-05-27 17:07:18.197197,3.9088419232425693,9.065867631469668,DIRECT-34-HP M283 LaserJet,-52,AA:3B:76:CB:18:34
2025-05-27 17:07:18.206871,3.9088419232425693,9.065867631469668,JacksoniPhone,-52,3E:CB:EC:CC:07:24
2025-05-27 17:07:18.312279,3.9088419232425693,9.065867631469668,Andy,-55,06:90:08:27:28:40
2025-05-27 17:07:18.419556,3.9088419232425693,9.065867631469668,D-Link_DIR-612,-59,48:EE:0C:A9:21:B0
2025-05-27 17:07:18.527699,3.9088419232425693,9.065867631469668,jerryma,-60,F2:1A:15:DC:E4:ED
2025-05-27 17:07:18.637769,3.9088419232425693,9.065867631469668,LAB337_EX(2.4G),-61,34:97:F6:A6:80:40
2025-05-27 17:07:18.747801,3.9088419232425693,9.065867631469668,BMELab,-62,AC:9E:17:79:CE:50
2025-05-27 17:07:18.856080,3.9088419232425693,9.065867631469668,DIRECT-79-HP M227f LaserJet,-63,4E:EB:BD:6F:EC:79
