time_s,x,y,wifi_ssid,wifi_rssi,wifi_mac
6.973,-2.9520797549952484,2.6813663965264074,BMELabIII,-42,14:DA:E9:80:B0:34
6.980,-2.9520797549952484,2.6813663965264074,Andy,-56,06:90:08:27:28:40
6.986,-2.9520797549952484,2.6813663965264074,JacksoniPhone,-56,DA:9A:F3:00:FF:3E
6.991,-2.9520797549952484,2.6813663965264074,DIRECT-34-HP M283 LaserJet,-57,AA:3B:76:CB:18:34
6.997,-2.9520797549952484,2.6813663965264074,ASUS_A8_2G,-60,F0:2F:74:E2:C4:A8
7.002,-2.9520797549952484,2.6813663965264074,LAB334,-62,10:27:F5:E0:85:37
7.007,-2.9520797549952484,2.6813663965264074,NYCU-Seminar,-69,F4:2E:7F:D3:10:84
7.015,-2.9520797549952484,2.6813663965264074,DIRECT-3E-HP Color LJ 4303,-69,BE:0F:F3:F6:CA:3E
7.020,-2.9520797549952484,2.6813663965264074,Lab542,-75,A0:36:BC:0E:7A:B8
7.025,-2.9520797549952484,2.6813663965264074,D-Link_DIR-612,-76,48:EE:0C:A9:21:B0
7.030,-2.9520797549952484,2.6813663965264074,NYCU,-86,F4:2E:7F:D2:93:A2
7.036,-2.9520797549952484,2.6813663965264074,JacksoniPhone,-45,DA:9A:F3:00:FF:3E
7.041,-2.9520797549952484,2.6813663965264074,ASUS_A8_2G,-50,F0:2F:74:E2:C4:A8
7.046,-2.9520797549952484,2.6813663965264074,BMELabIII,-51,14:DA:E9:80:B0:34
7.051,-2.9520797549952484,2.6813663965264074,Andy,-53,06:90:08:27:28:40
7.056,-2.9520797549952484,2.6813663965264074,DIRECT-34-HP M283 LaserJet,-63,AA:3B:76:CB:18:34
7.061,-2.9520797549952484,2.6813663965264074,BMELab,-63,AC:9E:17:79:CE:50
7.066,-2.9520797549952484,2.6813663965264074,NYCU,-66,F4:2E:7F:D3:10:82
7.070,-2.9520797549952484,2.6813663965264074,eduroam,-67,F4:2E:7F:D3:10:80
7.075,-2.9520797549952484,2.6813663965264074,DIRECT-3E-HP Color LJ 4303,-68,BE:0F:F3:F6:CA:3E
7.080,-2.9520797549952484,2.6813663965264074,NYCU-Guest,-69,F4:2E:7F:D3:10:83
7.085,-2.9520797549952484,2.6813663965264074,NYCU-Seminar,-69,F4:2E:7F:D3:10:84
7.090,-2.9520797549952484,2.6813663965264074,LAB337_EX(2.4G),-70,34:97:F6:A6:80:40
9.374,-2.9520797549952484,2.6813663965264074,JacksoniPhone,-51,DA:9A:F3:00:FF:3E
9.381,-2.9520797549952484,2.6813663965264074,BMELabIII,-52,14:DA:E9:80:B0:34
9.386,-2.9520797549952484,2.6813663965264074,LAB334,-53,10:27:F5:E0:85:37
9.392,-2.9520797549952484,2.6813663965264074,DIRECT-34-HP M283 LaserJet,-57,AA:3B:76:CB:18:34
9.397,-2.9520797549952484,2.6813663965264074,Andy,-63,06:90:08:27:28:40
9.402,-2.9520797549952484,2.6813663965264074,eduroam,-65,F4:2E:7F:D3:10:80
9.407,-2.9520797549952484,2.6813663965264074,DIRECT-524ABFA7,-75,3A:1A:52:4A:3F:A7
12.472,-2.5528131979763873,3.0309789287206734,JacksoniPhone,-49,DA:9A:F3:00:FF:3E
12.478,-2.5528131979763873,3.0309789287206734,ASUS_A8_2G,-50,F0:2F:74:E2:C4:A8
12.483,-2.5528131979763873,3.0309789287206734,DIRECT-34-HP M283 LaserJet,-55,AA:3B:76:CB:18:34
12.488,-2.5528131979763873,3.0309789287206734,AIUVL,-55,10:7C:61:DA:BF:A6
12.494,-2.5528131979763873,3.0309789287206734,Andy,-56,06:90:08:27:28:40
12.499,-2.5528131979763873,3.0309789287206734,BMELabIII,-56,14:DA:E9:80:B0:34
12.504,-2.5528131979763873,3.0309789287206734,NYCU-Guest,-61,F4:2E:7F:D3:10:83
12.509,-2.5528131979763873,3.0309789287206734,NYCU-Seminar,-62,F4:2E:7F:D3:10:84
12.513,-2.5528131979763873,3.0309789287206734,NYCU,-67,F4:2E:7F:D3:10:82
12.519,-2.5528131979763873,3.0309789287206734,USEC,-80,CC:28:AA:B8:96:4A
15.775,-2.418440177609086,3.6498632545375327,ASUS_A8_2G,-49,F0:2F:74:E2:C4:A8
15.783,-2.418440177609086,3.6498632545375327,Andy,-53,06:90:08:27:28:40
15.790,-2.418440177609086,3.6498632545375327,DIRECT-34-HP M283 LaserJet,-54,AA:3B:76:CB:18:34
