time_s,x,y,wifi_ssid,wifi_rssi,wifi_mac
4.225,3.3594159412598934,2.401659337529312,ASUS_A8_2G,-41,F0:2F:74:E2:C4:A8
4.235,3.3594159412598934,2.401659337529312,DIRECT-34-HP M283 LaserJet,-54,AA:3B:76:CB:18:34
4.244,3.3594159412598934,2.401659337529312,NYCU,-60,F4:2E:7F:D3:10:82
4.257,3.3594159412598934,2.401659337529312,BMELab,-62,AC:9E:17:79:CE:50
4.265,3.3594159412598934,2.401659337529312,JacksoniPhone,-63,DA:9A:F3:00:FF:3E
4.274,3.3594159412598934,2.401659337529312,AIUVL,-67,10:7C:61:DA:BF:A6
4.283,3.3594159412598934,2.401659337529312,BMELabIII,-71,14:DA:E9:80:B0:34
4.290,3.3594159412598934,2.401659337529312,DIRECT-3E-HP Color LJ 4303,-73,BE:0F:F3:F6:CA:3E
4.297,3.3594159412598934,2.401659337529312,WYTN_RD-Meeting,-77,A8:5E:45:9A:73:80
4.304,3.3594159412598934,2.401659337529312,NYCU,-86,F4:2E:7F:D2:93:A2
4.311,3.3594159412598934,2.401659337529312,PM2.5_Setup_E4,-86,74:DA:38:C7:D3:E5
5.923,3.369512463059601,2.2812282589424426,ASUS_A8_2G,-42,F0:2F:74:E2:C4:A8
5.930,3.369512463059601,2.2812282589424426,JacksoniPhone,-49,DA:9A:F3:00:FF:3E
5.935,3.369512463059601,2.2812282589424426,DIRECT-34-HP M283 LaserJet,-56,AA:3B:76:CB:18:34
5.941,3.369512463059601,2.2812282589424426,LAB334,-57,10:27:F5:E0:85:37
5.946,3.369512463059601,2.2812282589424426,D-Link_DIR-612,-58,48:EE:0C:A9:21:B0
5.951,3.369512463059601,2.2812282589424426,BMELabIII,-65,14:DA:E9:80:B0:34
5.956,3.369512463059601,2.2812282589424426,DIRECT-3E-HP Color LJ 4303,-76,BE:0F:F3:F6:CA:3E
5.961,3.369512463059601,2.2812282589424426,NYCU-Seminar,-85,F4:2E:7F:D2:93:A4
6.020,3.369512463059601,2.2812282589424426,eduroam,-86,F4:2E:7F:D2:93:A0
6.027,3.369512463059601,2.2812282589424426,NYCU,-87,F4:2E:7F:D2:93:A2
6.032,3.369512463059601,2.2812282589424426,NYCU-Guest,-88,F4:2E:7F:D2:93:A3
6.036,3.369512463059601,2.2812282589424426,PM2.5_Setup_E4,-89,74:DA:38:C7:D3:E5
9.024,3.325582273728122,1.688438593763137,ASUS_A8_2G,-47,F0:2F:74:E2:C4:A8
9.033,3.325582273728122,1.688438593763137,D-Link_DIR-612,-52,48:EE:0C:A9:21:B0
9.041,3.325582273728122,1.688438593763137,BMELab,-55,AC:9E:17:79:CE:50
9.048,3.325582273728122,1.688438593763137,JacksoniPhone,-57,DA:9A:F3:00:FF:3E
9.055,3.325582273728122,1.688438593763137,DIRECT-34-HP M283 LaserJet,-60,AA:3B:76:CB:18:34
9.060,3.325582273728122,1.688438593763137,BMELabIII,-65,14:DA:E9:80:B0:34
9.120,3.325582273728122,1.688438593763137,NYCU-Seminar,-72,F4:2E:7F:D3:10:84
9.127,3.325582273728122,1.688438593763137,LAB334,-72,10:27:F5:E0:85:37
9.137,3.325582273728122,1.688438593763137,eduroam,-75,F4:2E:7F:D3:10:80
9.142,3.325582273728122,1.688438593763137,DIRECT-3E-HP Color LJ 4303,-75,BE:0F:F3:F6:CA:3E
9.148,3.325582273728122,1.688438593763137,NYCU,-80,F4:2E:7F:D2:93:A2
9.153,3.325582273728122,1.688438593763137,eduroam,-81,F4:2E:7F:D2:93:A0
9.158,3.325582273728122,1.688438593763137,NYCU-Guest,-81,F4:2E:7F:D2:93:A3
9.163,3.325582273728122,1.688438593763137,NYCU-Seminar,-83,F4:2E:7F:D2:93:A4
9.169,3.325582273728122,1.688438593763137,WYTN_RD-Meeting,-83,A8:5E:45:9A:73:80
9.174,3.325582273728122,1.688438593763137,ARA_Public,-89,DA:E3:E5:C9:A9:E7
12.222,3.4961966911377473,1.3196135682623482,ASUS_A8_2G,-41,F0:2F:74:E2:C4:A8
12.227,3.4961966911377473,1.3196135682623482,JacksoniPhone,-50,DA:9A:F3:00:FF:3E
12.232,3.4961966911377473,1.3196135682623482,D-Link_DIR-612,-53,48:EE:0C:A9:21:B0
12.237,3.4961966911377473,1.3196135682623482,DIRECT-34-HP M283 LaserJet,-53,AA:3B:76:CB:18:34
12.242,3.4961966911377473,1.3196135682623482,BMELab,-59,AC:9E:17:79:CE:50
12.246,3.4961966911377473,1.3196135682623482,BMELabIII,-61,14:DA:E9:80:B0:34
12.251,3.4961966911377473,1.3196135682623482,DIRECT-3E-HP Color LJ 4303,-69,BE:0F:F3:F6:CA:3E
12.256,3.4961966911377473,1.3196135682623482,eduroam,-70,F4:2E:7F:D3:10:80
12.261,3.4961966911377473,1.3196135682623482,NYCU-Guest,-76,F4:2E:7F:D2:93:A3
12.266,3.4961966911377473,1.3196135682623482,eduroam,-80,F4:2E:7F:D2:93:A0
12.272,3.4961966911377473,1.3196135682623482,NYCU-Seminar,-81,F4:2E:7F:D2:93:A4
12.323,3.4961966911377473,1.3196135682623482,WYTN_RD-Meeting,-84,A8:5E:45:9A:73:80
12.330,3.4961966911377473,1.3196135682623482,arai2,-87,DA:E3:E5:C9:A9:E4
15.321,3.7819987118844822,0.9834206122793135,ASUS_A8_2G,-44,F0:2F:74:E2:C4:A8
15.327,3.7819987118844822,0.9834206122793135,JacksoniPhone,-56,DA:9A:F3:00:FF:3E
15.333,3.7819987118844822,0.9834206122793135,DIRECT-34-HP M283 LaserJet,-62,AA:3B:76:CB:18:34
15.339,3.7819987118844822,0.9834206122793135,eduroam,-66,F4:2E:7F:D3:10:80
15.344,3.7819987118844822,0.9834206122793135,NYCU-Guest,-66,F4:2E:7F:D3:10:83
15.422,3.7819987118844822,0.9834206122793135,NYCU-Seminar,-66,F4:2E:7F:D3:10:84
15.430,3.7819987118844822,0.9834206122793135,BMELabIII,-66,14:DA:E9:80:B0:34
15.435,3.7819987118844822,0.9834206122793135,NYCU,-67,F4:2E:7F:D3:10:82
15.440,3.7819987118844822,0.9834206122793135,NYCU-Seminar,-78,F4:2E:7F:D2:93:A4
15.445,3.7819987118844822,0.9834206122793135,eduroam,-78,F4:2E:7F:D2:93:A0
15.450,3.7819987118844822,0.9834206122793135,NYCU,-78,F4:2E:7F:D2:93:A2
15.455,3.7819987118844822,0.9834206122793135,NYCU-Guest,-79,F4:2E:7F:D2:93:A3
18.720,3.979207663240758,0.5511177305910407,ASUS_A8_2G,-43,F0:2F:74:E2:C4:A8
18.727,3.979207663240758,0.5511177305910407,BMELab,-49,AC:9E:17:79:CE:50
18.736,3.979207663240758,0.5511177305910407,D-Link_DIR-612,-50,48:EE:0C:A9:21:B0
18.741,3.979207663240758,0.5511177305910407,LAB337_EX(2.4G),-55,34:97:F6:A6:80:40
18.745,3.979207663240758,0.5511177305910407,JacksoniPhone,-60,DA:9A:F3:00:FF:3E
18.751,3.979207663240758,0.5511177305910407,LAB334,-62,10:27:F5:E0:85:37
18.756,3.979207663240758,0.5511177305910407,BMELabIII,-64,14:DA:E9:80:B0:34
18.761,3.979207663240758,0.5511177305910407,NYCU,-69,F4:2E:7F:D3:10:82
18.766,3.979207663240758,0.5511177305910407,DIRECT-34-HP M283 LaserJet,-69,AA:3B:76:CB:18:34
18.771,3.979207663240758,0.5511177305910407,NYCU,-73,F4:2E:7F:D2:93:A2
18.776,3.979207663240758,0.5511177305910407,NYCU-Seminar,-74,F4:2E:7F:D2:93:A4
18.820,3.979207663240758,0.5511177305910407,DIRECT-3E-HP Color LJ 4303,-80,BE:0F:F3:F6:CA:3E
22.121,4.266710079853342,0.21991448304448358,ASUS_A8_2G,-40,F0:2F:74:E2:C4:A8
22.127,4.266710079853342,0.21991448304448358,LAB334,-42,10:27:F5:E0:85:37
22.133,4.266710079853342,0.21991448304448358,BMELab,-50,AC:9E:17:79:CE:50
22.139,4.266710079853342,0.21991448304448358,D-Link_DIR-612,-54,48:EE:0C:A9:21:B0
22.144,4.266710079853342,0.21991448304448358,JacksoniPhone,-65,DA:9A:F3:00:FF:3E
22.148,4.266710079853342,0.21991448304448358,NYCU,-67,F4:2E:7F:D3:10:82
22.153,4.266710079853342,0.21991448304448358,BMELabIII,-69,14:DA:E9:80:B0:34
22.158,4.266710079853342,0.21991448304448358,DIRECT-34-HP M283 LaserJet,-72,AA:3B:76:CB:18:34
22.163,4.266710079853342,0.21991448304448358,eduroam,-73,F4:2E:7F:D2:93:A0
22.169,4.266710079853342,0.21991448304448358,Lab542,-74,A0:36:BC:0E:7A:B8
22.174,4.266710079853342,0.21991448304448358,NYCU-Seminar,-77,F4:2E:7F:D2:93:A4
25.424,4.019754297591012,-0.42655804949905707,ASUS_A8_2G,-45,F0:2F:74:E2:C4:A8
25.434,4.019754297591012,-0.42655804949905707,D-Link_DIR-612,-49,48:EE:0C:A9:21:B0
25.443,4.019754297591012,-0.42655804949905707,BMELabIII,-54,14:DA:E9:80:B0:34
25.451,4.019754297591012,-0.42655804949905707,DIRECT-34-HP M283 LaserJet,-55,AA:3B:76:CB:18:34
25.458,4.019754297591012,-0.42655804949905707,BMELab,-61,AC:9E:17:79:CE:50
25.466,4.019754297591012,-0.42655804949905707,JacksoniPhone,-62,DA:9A:F3:00:FF:3E
25.473,4.019754297591012,-0.42655804949905707,AIUVL,-68,10:7C:61:DA:BF:A6
25.480,4.019754297591012,-0.42655804949905707,DIRECT-3E-HP Color LJ 4303,-72,BE:0F:F3:F6:CA:3E
25.487,4.019754297591012,-0.42655804949905707,NYCU,-75,F4:2E:7F:D3:10:82
25.522,4.019754297591012,-0.42655804949905707,NYCU-Seminar,-77,F4:2E:7F:D3:10:84
25.529,4.019754297591012,-0.42655804949905707,Lab542,-80,A0:36:BC:0E:7A:B8
25.538,4.019754297591012,-0.42655804949905707,NYCU,-84,F4:2E:7F:D2:93:A2
25.545,4.019754297591012,-0.42655804949905707,WYTN_RD-Meeting,-84,A8:5E:45:9A:73:80
25.552,4.019754297591012,-0.42655804949905707,eduroam,-85,F4:2E:7F:D2:93:A0
25.559,4.019754297591012,-0.42655804949905707,PM2.5_Setup_E4,-89,74:DA:38:C7:D3:E5
28.621,3.6342546568429,-0.3478762428325487,ASUS_A8_2G,-46,F0:2F:74:E2:C4:A8
28.626,3.6342546568429,-0.3478762428325487,LAB334,-47,10:27:F5:E0:85:37
28.633,3.6342546568429,-0.3478762428325487,D-Link_DIR-612,-49,48:EE:0C:A9:21:B0
28.638,3.6342546568429,-0.3478762428325487,JacksoniPhone,-51,DA:9A:F3:00:FF:3E
28.643,3.6342546568429,-0.3478762428325487,BMELabIII,-62,14:DA:E9:80:B0:34
28.648,3.6342546568429,-0.3478762428325487,BMELab,-64,AC:9E:17:79:CE:50
28.652,3.6342546568429,-0.3478762428325487,DIRECT-34-HP M283 LaserJet,-67,AA:3B:76:CB:18:34
28.658,3.6342546568429,-0.3478762428325487,NYCU-Seminar,-70,F4:2E:7F:D3:10:84
28.663,3.6342546568429,-0.3478762428325487,DIRECT-3E-HP Color LJ 4303,-72,BE:0F:F3:F6:CA:3E
28.668,3.6342546568429,-0.3478762428325487,NYCU,-74,F4:2E:7F:D2:93:A2
28.672,3.6342546568429,-0.3478762428325487,eduroam,-75,F4:2E:7F:D2:93:A0
32.222,3.5805011665389324,-0.21277652510481374,DIRECT-34-HP M283 LaserJet,-44,AA:3B:76:CB:18:34
32.229,3.5805011665389324,-0.21277652510481374,ASUS_A8_2G,-46,F0:2F:74:E2:C4:A8
32.235,3.5805011665389324,-0.21277652510481374,D-Link_DIR-612,-54,48:EE:0C:A9:21:B0
