time_s,x,y,wifi_ssid,wifi_rssi,wifi_mac
2.909,1.3091826233208963,10.291743111814725,DIRECT-34-HP M283 LaserJet,-51,AA:3B:76:CB:18:34
2.915,1.3091826233208963,10.291743111814725,JacksoniPhone,-51,DA:9A:F3:00:FF:3E
2.921,1.3091826233208963,10.291743111814725,ASUS_A8_2G,-62,F0:2F:74:E2:C4:A8
2.926,1.3091826233208963,10.291743111814725,LAB337_EX(2.4G),-67,34:97:F6:A6:80:40
2.931,1.3091826233208963,10.291743111814725,D-Link_DIR-612,-68,48:EE:0C:A9:21:B0
2.937,1.3091826233208963,10.291743111814725,BMELabIII,-69,14:DA:E9:80:B0:34
2.942,1.3091826233208963,10.291743111814725,AIUVL,-70,10:7C:61:DA:BF:A6
2.947,1.3091826233208963,10.291743111814725,LAB334,-71,10:27:F5:E0:85:37
2.952,1.3091826233208963,10.291743111814725,NYCU,-72,F4:2E:7F:D2:93:A2
2.957,1.3091826233208963,10.291743111814725,NYCU-Guest,-72,F4:2E:7F:D2:93:A3
2.962,1.3091826233208963,10.291743111814725,NYCU-Seminar,-72,F4:2E:7F:D2:93:A4
2.967,1.3091826233208963,10.291743111814725,DIRECT-c1-HP M141 LaserJet,-72,5E:60:BA:43:7D:C1
2.973,1.3091826233208963,10.291743111814725,eduroam,-73,F4:2E:7F:D2:93:A0
2.978,1.3091826233208963,10.291743111814725,NYCU-Guest,-74,F4:2E:7F:D3:10:83
2.983,1.3091826233208963,10.291743111814725,APL_ASUS,-74,10:C3:7B:C5:F8:00
2.989,1.3091826233208963,10.291743111814725,NYCU,-75,F4:2E:7F:D3:10:82
2.994,1.3091826233208963,10.291743111814725,eduroam,-75,F4:2E:7F:D3:10:80
2.999,1.3091826233208963,10.291743111814725,NYCU-Seminar,-75,F4:2E:7F:D3:10:84
3.004,1.3091826233208963,10.291743111814725,BMELab,-76,AC:9E:17:79:CE:50
3.010,1.3091826233208963,10.291743111814725,WYTN_RD-LAB,-80,A8:5E:45:9A:82:60
3.015,1.3091826233208963,10.291743111814725,WYTN_RD-Meeting,-80,A8:5E:45:9A:73:80
3.019,1.3091826233208963,10.291743111814725,Lab542,-81,A0:36:BC:0E:7A:B8
3.024,1.3091826233208963,10.291743111814725,LAB335-1,-83,40:86:CB:DF:DB:C8
3.030,1.3091826233208963,10.291743111814725,DIRECT-3E-HP Color LJ 4303,-83,BE:0F:F3:F6:CA:3E
3.035,1.3091826233208963,10.291743111814725,PM2.5_Setup_E4,-83,74:DA:38:C7:D3:E5
3.041,1.3091826233208963,10.291743111814725,DIRECT-00-HP,-85,5E:60:BA:41:C6:00
3.046,1.3091826233208963,10.291743111814725,LAB540,-86,10:7C:61:E6:63:74
3.051,1.3091826233208963,10.291743111814725,DIRECT-524ABFA7,-86,3A:1A:52:4A:3F:A7
3.056,1.3091826233208963,10.291743111814725,WYTN_RD,-87,A8:5E:45:9A:73:F8
3.061,1.3091826233208963,10.291743111814725,CHT Wi-Fi(HiNet),-87,10:62:EB:C4:48:21
3.066,1.3091826233208963,10.291743111814725,.1.Free Wi-Fi,-88,10:62:EB:C4:48:23
3.071,1.3091826233208963,10.291743111814725,ARA_Public,-89,DA:E3:E5:C9:A9:E7
3.076,1.3091826233208963,10.291743111814725,DIRECT-21-HP M148 LaserJet,-89,4E:EB:BD:6F:E7:21
3.081,1.3091826233208963,10.291743111814725,LAB539,-92,08:BF:B8:67:9F:B0
3.086,1.3091826233208963,10.291743111814725,arai2,-92,DA:5F:E5:C9:A6:50
3.091,1.3091826233208963,10.291743111814725,ARA_Public,-94,DA:5F:E5:C9:A6:52
6.910,1.5649011774280637,10.442221469951608,DIRECT-34-HP M283 LaserJet,-53,AA:3B:76:CB:18:34
6.917,1.5649011774280637,10.442221469951608,ASUS_A8_2G,-59,F0:2F:74:E2:C4:A8
6.923,1.5649011774280637,10.442221469951608,D-Link_DIR-612,-60,48:EE:0C:A9:21:B0
6.928,1.5649011774280637,10.442221469951608,JacksoniPhone,-62,DA:9A:F3:00:FF:3E
6.933,1.5649011774280637,10.442221469951608,eduroam,-63,F4:2E:7F:D3:10:80
7.008,1.5649011774280637,10.442221469951608,NYCU,-64,F4:2E:7F:D3:10:82
7.016,1.5649011774280637,10.442221469951608,LAB337_EX(2.4G),-64,34:97:F6:A6:80:40
7.021,1.5649011774280637,10.442221469951608,DIRECT-c1-HP M141 LaserJet,-68,5E:60:BA:43:7D:C1
7.026,1.5649011774280637,10.442221469951608,BMELab,-72,AC:9E:17:79:CE:50
7.031,1.5649011774280637,10.442221469951608,WYTN_RD-LAB,-73,A8:5E:45:9A:82:60
7.036,1.5649011774280637,10.442221469951608,BMELabIII,-74,14:DA:E9:80:B0:34
7.041,1.5649011774280637,10.442221469951608,AIUVL,-74,10:7C:61:DA:BF:A6
7.045,1.5649011774280637,10.442221469951608,LAB334,-75,10:27:F5:E0:85:37
7.050,1.5649011774280637,10.442221469951608,APL_ASUS,-75,10:C3:7B:C5:F8:00
7.055,1.5649011774280637,10.442221469951608,eduroam,-76,F4:2E:7F:D2:93:A0
7.060,1.5649011774280637,10.442221469951608,NYCU-Seminar,-76,F4:2E:7F:D2:93:A4
7.064,1.5649011774280637,10.442221469951608,NYCU,-77,F4:2E:7F:D2:93:A2
7.069,1.5649011774280637,10.442221469951608,NYCU-Guest,-77,F4:2E:7F:D2:93:A3
7.074,1.5649011774280637,10.442221469951608,PM2.5_Setup_E4,-77,74:DA:38:C7:D3:E5
7.108,1.5649011774280637,10.442221469951608,LAB335-1,-79,40:86:CB:DF:DB:C8
7.115,1.5649011774280637,10.442221469951608,DIRECT-524ABFA7,-80,3A:1A:52:4A:3F:A7
7.121,1.5649011774280637,10.442221469951608,DIRECT-3E-HP Color LJ 4303,-84,BE:0F:F3:F6:CA:3E
7.126,1.5649011774280637,10.442221469951608,LAB539,-87,08:BF:B8:67:9F:B0
7.131,1.5649011774280637,10.442221469951608,arai2,-88,DA:5F:E5:C9:A6:50
7.136,1.5649011774280637,10.442221469951608,WYTN_RD-Meeting,-89,A8:5E:45:9A:73:80
7.206,1.5649011774280637,10.442221469951608,CHT Wi-Fi(HiNet),-89,10:62:EB:C4:48:21
7.213,1.5649011774280637,10.442221469951608,arai,-89,DA:5F:E5:C9:A6:51
7.219,1.5649011774280637,10.442221469951608,ARA_Public,-90,DA:5F:E5:C9:A6:52
11.011,2.186232159324001,10.870367563186212,DIRECT-34-HP M283 LaserJet,-50,AA:3B:76:CB:18:34
11.019,2.186232159324001,10.870367563186212,ASUS_A8_2G,-55,F0:2F:74:E2:C4:A8
11.024,2.186232159324001,10.870367563186212,D-Link_DIR-612,-56,48:EE:0C:A9:21:B0
11.028,2.186232159324001,10.870367563186212,JacksoniPhone,-68,DA:9A:F3:00:FF:3E
11.033,2.186232159324001,10.870367563186212,eduroam,-69,F4:2E:7F:D3:10:80
11.038,2.186232159324001,10.870367563186212,BMELabIII,-70,14:DA:E9:80:B0:34
11.042,2.186232159324001,10.870367563186212,NYCU-Guest,-72,F4:2E:7F:D3:10:83
11.047,2.186232159324001,10.870367563186212,NYCU-Seminar,-72,F4:2E:7F:D3:10:84
11.052,2.186232159324001,10.870367563186212,APL_ASUS,-72,10:C3:7B:C5:F8:00
11.057,2.186232159324001,10.870367563186212,NYCU,-73,F4:2E:7F:D3:10:82
11.062,2.186232159324001,10.870367563186212,LAB334,-73,10:27:F5:E0:85:37
11.066,2.186232159324001,10.870367563186212,DIRECT-c1-HP M141 LaserJet,-73,5E:60:BA:43:7D:C1
11.071,2.186232159324001,10.870367563186212,NYCU,-76,F4:2E:7F:D2:93:A2
11.076,2.186232159324001,10.870367563186212,NYCU-Guest,-76,F4:2E:7F:D2:93:A3
11.081,2.186232159324001,10.870367563186212,NYCU-Seminar,-76,F4:2E:7F:D2:93:A4
11.086,2.186232159324001,10.870367563186212,BMELab,-76,AC:9E:17:79:CE:50
11.091,2.186232159324001,10.870367563186212,eduroam,-77,F4:2E:7F:D2:93:A0
11.096,2.186232159324001,10.870367563186212,AIUVL,-78,10:7C:61:DA:BF:A6
11.105,2.186232159324001,10.870367563186212,DIRECT-3E-HP Color LJ 4303,-80,BE:0F:F3:F6:CA:3E
11.209,2.186232159324001,10.870367563186212,PM2.5_Setup_E4,-81,74:DA:38:C7:D3:E5
11.216,2.186232159324001,10.870367563186212,WYTN_RD-LAB,-83,A8:5E:45:9A:82:60
11.222,2.186232159324001,10.870367563186212,LAB335-1,-85,40:86:CB:DF:DB:C8
11.227,2.186232159324001,10.870367563186212,WYTN_RD-Meeting,-86,A8:5E:45:9A:73:80
11.231,2.186232159324001,10.870367563186212,LAB540,-87,10:7C:61:E6:63:74
11.237,2.186232159324001,10.870367563186212,ARA_Public,-89,DA:5F:E5:C9:A6:52
11.241,2.186232159324001,10.870367563186212,NCTU-VIP,-94,10:62:EB:A5:1C:67
15.210,2.7079440587200496,10.585727770693644,DIRECT-34-HP M283 LaserJet,-48,AA:3B:76:CB:18:34
15.218,2.7079440587200496,10.585727770693644,LAB337_EX(2.4G),-55,34:97:F6:A6:80:40
15.224,2.7079440587200496,10.585727770693644,JacksoniPhone,-56,DA:9A:F3:00:FF:3E
15.229,2.7079440587200496,10.585727770693644,ASUS_A8_2G,-59,F0:2F:74:E2:C4:A8
15.234,2.7079440587200496,10.585727770693644,D-Link_DIR-612,-62,48:EE:0C:A9:21:B0
15.239,2.7079440587200496,10.585727770693644,LAB334,-67,10:27:F5:E0:85:37
15.310,2.7079440587200496,10.585727770693644,BMELab,-67,AC:9E:17:79:CE:50
15.317,2.7079440587200496,10.585727770693644,eduroam,-68,F4:2E:7F:D3:10:80
15.323,2.7079440587200496,10.585727770693644,NYCU,-69,F4:2E:7F:D2:93:A2
15.328,2.7079440587200496,10.585727770693644,NYCU-Guest,-69,F4:2E:7F:D2:93:A3
15.334,2.7079440587200496,10.585727770693644,NYCU-Seminar,-69,F4:2E:7F:D2:93:A4
15.339,2.7079440587200496,10.585727770693644,NYCU,-69,F4:2E:7F:D3:10:82
15.344,2.7079440587200496,10.585727770693644,NYCU-Guest,-69,F4:2E:7F:D3:10:83
15.349,2.7079440587200496,10.585727770693644,NYCU-Seminar,-69,F4:2E:7F:D3:10:84
15.353,2.7079440587200496,10.585727770693644,LAB335-1,-69,40:86:CB:DF:DB:C8
15.358,2.7079440587200496,10.585727770693644,AIUVL,-69,10:7C:61:DA:BF:A6
15.363,2.7079440587200496,10.585727770693644,eduroam,-70,F4:2E:7F:D2:93:A0
15.369,2.7079440587200496,10.585727770693644,APL_ASUS,-75,10:C3:7B:C5:F8:00
15.375,2.7079440587200496,10.585727770693644,BMELabIII,-77,14:DA:E9:80:B0:34
15.380,2.7079440587200496,10.585727770693644,WYTN_RD-LAB,-81,A8:5E:45:9A:82:60
15.385,2.7079440587200496,10.585727770693644,Lab542,-83,A0:36:BC:0E:7A:B8
15.406,2.7079440587200496,10.585727770693644,DIRECT-3E-HP Color LJ 4303,-83,BE:0F:F3:F6:CA:3E
15.413,2.7079440587200496,10.585727770693644,DIRECT-524ABFA7,-85,3A:1A:52:4A:3F:A7
15.419,2.7079440587200496,10.585727770693644,WYTN_RD-Meeting,-86,A8:5E:45:9A:73:80
15.509,2.7079440587200496,10.585727770693644,LAB539,-87,08:BF:B8:67:9F:B0
15.515,2.7079440587200496,10.585727770693644,WYTN_RD,-89,A8:5E:45:9A:73:F8
15.521,2.7079440587200496,10.585727770693644,.1.Free Wi-Fi,-91,10:62:EB:C4:48:23
19.311,2.7560079429825466,10.217646467979332,JacksoniPhone,-51,DA:9A:F3:00:FF:3E
19.318,2.7560079429825466,10.217646467979332,DIRECT-34-HP M283 LaserJet,-52,AA:3B:76:CB:18:34
19.323,2.7560079429825466,10.217646467979332,D-Link_DIR-612,-53,48:EE:0C:A9:21:B0
19.328,2.7560079429825466,10.217646467979332,LAB337_EX(2.4G),-55,34:97:F6:A6:80:40
19.334,2.7560079429825466,10.217646467979332,ASUS_A8_2G,-65,F0:2F:74:E2:C4:A8
19.339,2.7560079429825466,10.217646467979332,BMELabIII,-66,14:DA:E9:80:B0:34
19.344,2.7560079429825466,10.217646467979332,APL_ASUS,-69,10:C3:7B:C5:F8:00
19.349,2.7560079429825466,10.217646467979332,LAB334,-72,10:27:F5:E0:85:37
19.354,2.7560079429825466,10.217646467979332,AIUVL,-72,10:7C:61:DA:BF:A6
19.359,2.7560079429825466,10.217646467979332,NYCU-Guest,-73,F4:2E:7F:D3:10:83
19.363,2.7560079429825466,10.217646467979332,NYCU-Seminar,-73,F4:2E:7F:D3:10:84
19.368,2.7560079429825466,10.217646467979332,WYTN_RD-LAB,-73,A8:5E:45:9A:82:60
19.373,2.7560079429825466,10.217646467979332,eduroam,-74,F4:2E:7F:D3:10:80
19.378,2.7560079429825466,10.217646467979332,NYCU,-75,F4:2E:7F:D3:10:82
19.383,2.7560079429825466,10.217646467979332,eduroam,-75,F4:2E:7F:D2:93:A0
19.387,2.7560079429825466,10.217646467979332,NYCU-Seminar,-76,F4:2E:7F:D2:93:A4
19.392,2.7560079429825466,10.217646467979332,NYCU-Guest,-76,F4:2E:7F:D2:93:A3
19.397,2.7560079429825466,10.217646467979332,LAB335-1,-76,40:86:CB:DF:DB:C8
19.402,2.7560079429825466,10.217646467979332,NYCU,-77,F4:2E:7F:D2:93:A2
19.407,2.7560079429825466,10.217646467979332,BMELab,-78,AC:9E:17:79:CE:50
19.412,2.7560079429825466,10.217646467979332,Lab542,-79,A0:36:BC:0E:7A:B8
19.416,2.7560079429825466,10.217646467979332,WYTN_RD-Meeting,-81,A8:5E:45:9A:73:80
19.509,2.780706784007604,9.994218664727029,arai,-84,DA:5F:E5:C9:A6:51
19.517,2.780706784007604,9.994218664727029,ARA_Public,-84,DA:5F:E5:C9:A6:52
