time_s,x,y,wifi_ssid,wifi_rssi,wifi_mac
6.318,-2.0187312119185745,4.440028853904707,Andy,-52,06:90:08:27:28:40
6.324,-2.0187312119185745,4.440028853904707,BMELab,-57,AC:9E:17:79:CE:50
6.330,-2.0187312119185745,4.440028853904707,JacksoniPhone,-58,3E:CB:EC:CC:07:24
6.335,-2.0187312119185745,4.440028853904707,BMELabIII,-58,14:DA:E9:80:B0:34
6.340,-2.0187312119185745,4.440028853904707,ASUS_A8_2G,-58,F0:2F:74:E2:C4:A8
6.347,-2.0187312119185745,4.440028853904707,D-Link_DIR-612,-61,48:EE:0C:A9:21:B0
6.352,-2.0187312119185745,4.440028853904707,DIRECT-34-HP M283 LaserJet,-63,AA:3B:76:CB:18:34
6.358,-2.0187312119185745,4.440028853904707,eduroam,-73,F4:2E:7F:D3:10:80
6.362,-2.0187312119185745,4.440028853904707,NYCU-Seminar,-73,F4:2E:7F:D3:10:84
6.367,-2.0187312119185745,4.440028853904707,NYCU,-75,F4:2E:7F:D3:10:82
6.372,-2.0187312119185745,4.440028853904707,NYCU-Guest,-75,F4:2E:7F:D3:10:83
6.377,-2.0187312119185745,4.440028853904707,DIRECT-3E-HP Color LJ 4303,-79,BE:0F:F3:F6:CA:3E
6.382,-2.0187312119185745,4.440028853904707,NYCU-Guest,-83,F4:2E:7F:D2:93:A3
6.387,-2.0187312119185745,4.440028853904707,NYCU-Seminar,-83,F4:2E:7F:D2:93:A4
6.391,-2.0187312119185745,4.440028853904707,NYCU,-84,F4:2E:7F:D2:93:A2
6.396,-2.0187312119185745,4.440028853904707,PM2.5_Setup_E4,-88,74:DA:38:C7:D3:E5
6.402,-2.0187312119185745,4.440028853904707,BMELab,-51,AC:9E:17:79:CE:50
6.407,-2.0187312119185745,4.440028853904707,JacksoniPhone,-53,3E:CB:EC:CC:07:24
6.412,-2.0187312119185745,4.440028853904707,ASUS_A8_2G,-53,F0:2F:74:E2:C4:A8
6.417,-2.0187312119185745,4.440028853904707,Andy,-55,06:90:08:27:28:40
6.422,-2.0187312119185745,4.440028853904707,DIRECT-34-HP M283 LaserJet,-60,AA:3B:76:CB:18:34
6.426,-2.0187312119185745,4.440028853904707,AIUVL,-64,10:7C:61:DA:BF:A6
6.431,-2.0187312119185745,4.440028853904707,D-Link_DIR-612,-66,48:EE:0C:A9:21:B0
6.436,-2.0187312119185745,4.440028853904707,LAB337_EX(2.4G),-67,34:97:F6:A6:80:40
6.441,-2.0187312119185745,4.440028853904707,NYCU,-72,F4:2E:7F:D3:10:82
6.446,-2.0187312119185745,4.440028853904707,Lab542,-76,A0:36:BC:0E:7A:B8
6.450,-2.0187312119185745,4.440028853904707,WYTN_RD-Meeting,-77,A8:5E:45:9A:73:80
6.455,-2.0187312119185745,4.440028853904707,PM2.5_Setup_E4,-82,74:DA:38:C7:D3:E5
6.717,-2.0187312119185745,4.440028853904707,ASUS_A8_2G,-47,F0:2F:74:E2:C4:A8
6.723,-2.0187312119185745,4.440028853904707,JacksoniPhone,-51,3E:CB:EC:CC:07:24
6.729,-2.0187312119185745,4.440028853904707,BMELab,-53,AC:9E:17:79:CE:50
6.734,-2.0187312119185745,4.440028853904707,D-Link_DIR-612,-61,48:EE:0C:A9:21:B0
6.739,-2.0187312119185745,4.440028853904707,LAB334,-65,10:27:F5:E0:85:37
6.744,-2.0187312119185745,4.440028853904707,NYCU-Seminar,-67,F4:2E:7F:D3:10:84
6.749,-2.0187312119185745,4.440028853904707,APL_ASUS,-69,10:C3:7B:C5:F8:00
6.754,-2.0187312119185745,4.440028853904707,PM2.5_Setup_E4,-76,74:DA:38:C7:D3:E5
6.759,-2.0187312119185745,4.440028853904707,NYCU,-81,F4:2E:7F:D2:93:A2
6.763,-2.0187312119185745,4.440028853904707,DIRECT-3E-HP Color LJ 4303,-81,BE:0F:F3:F6:CA:3E
10.115,-1.8414107090162504,4.632324259034188,ASUS_A8_2G,-52,F0:2F:74:E2:C4:A8
10.121,-1.8414107090162504,4.632324259034188,DIRECT-34-HP M283 LaserJet,-56,AA:3B:76:CB:18:34
10.127,-1.8414107090162504,4.632324259034188,Andy,-60,06:90:08:27:28:40
10.132,-1.8414107090162504,4.632324259034188,AIUVL,-66,10:7C:61:DA:BF:A6
10.137,-1.8414107090162504,4.632324259034188,BMELab,-67,AC:9E:17:79:CE:50
10.142,-1.8414107090162504,4.632324259034188,BMELabIII,-69,14:DA:E9:80:B0:34
10.147,-1.8414107090162504,4.632324259034188,D-Link_DIR-612,-70,48:EE:0C:A9:21:B0
10.152,-1.8414107090162504,4.632324259034188,APL_ASUS,-71,10:C3:7B:C5:F8:00
10.156,-1.8414107090162504,4.632324259034188,eduroam,-76,F4:2E:7F:D3:10:80
