time_s,x,y,wifi_ssid,wifi_rssi,wifi_mac
3.771,3.9969505212274634,4.869195555717259,DIRECT-34-HP M283 LaserJet,-51,AA:3B:76:CB:18:34
3.777,3.9969505212274634,4.869195555717259,Andy,-65,06:90:08:27:28:40
3.782,3.9969505212274634,4.869195555717259,NYCU,-66,F4:2E:7F:D3:10:82
3.788,3.9969505212274634,4.869195555717259,JacksoniPhone,-66,3E:CB:EC:CC:07:24
3.793,3.9969505212274634,4.869195555717259,NYCU-Seminar,-68,F4:2E:7F:D3:10:84
3.798,3.9969505212274634,4.869195555717259,D-Link_DIR-612,-69,48:EE:0C:A9:21:B0
3.803,3.9969505212274634,4.869195555717259,BMELab,-71,AC:9E:17:79:CE:50
3.808,3.9969505212274634,4.869195555717259,APL_ASUS,-78,10:C3:7B:C5:F8:00
3.813,3.9969505212274634,4.869195555717259,DIRECT-3E-HP Color LJ 4303,-80,BE:0F:F3:F6:CA:3E
3.819,3.9969505212274634,4.869195555717259,PM2.5_Setup_E4,-85,74:DA:38:C7:D3:E5
3.825,3.9969505212274634,4.869195555717259,DIRECT-34-HP M283 LaserJet,-54,AA:3B:76:CB:18:34
3.831,3.9969505212274634,4.869195555717259,BMELab,-57,AC:9E:17:79:CE:50
3.836,3.9969505212274634,4.869195555717259,ASUS_A8_2G,-58,F0:2F:74:E2:C4:A8
3.841,3.9969505212274634,4.869195555717259,JacksoniPhone,-60,3E:CB:EC:CC:07:24
3.846,3.9969505212274634,4.869195555717259,LAB334,-64,10:27:F5:E0:85:37
3.852,3.9969505212274634,4.869195555717259,D-Link_DIR-612,-66,48:EE:0C:A9:21:B0
3.856,3.9969505212274634,4.869195555717259,eduroam,-66,F4:2E:7F:D3:10:80
3.869,3.9969505212274634,4.869195555717259,NYCU-Seminar,-67,F4:2E:7F:D3:10:84
3.875,3.9969505212274634,4.869195555717259,LAB337_EX(2.4G),-73,34:97:F6:A6:80:40
3.972,3.9969505212274634,4.869195555717259,DIRECT-3E-HP Color LJ 4303,-79,BE:0F:F3:F6:CA:3E
