time_s,x,y,wifi_ssid,wifi_rssi,wifi_mac
9.026,0.05129754948854872,-0.08518653476057561,ASUS_A8_2G,-39,F0:2F:74:E2:C4:A8
9.032,0.05129754948854872,-0.08518653476057561,DIRECT-34-HP M283 LaserJet,-56,AA:3B:76:CB:18:34
9.038,0.05129754948854872,-0.08518653476057561,JacksoniPhone,-57,DA:9A:F3:00:FF:3E
9.043,0.05129754948854872,-0.08518653476057561,eduroam,-66,F4:2E:7F:D3:10:80
9.048,0.05129754948854872,-0.08518653476057561,NYCU,-66,F4:2E:7F:D3:10:82
9.052,0.05129754948854872,-0.08518653476057561,NYCU-Seminar,-66,F4:2E:7F:D3:10:84
9.057,0.05129754948854872,-0.08518653476057561,APL_ASUS,-66,10:C3:7B:C5:F8:00
9.063,0.05129754948854872,-0.08518653476057561,NYCU-Guest,-67,F4:2E:7F:D3:10:83
9.068,0.05129754948854872,-0.08518653476057561,BMELab,-67,AC:9E:17:79:CE:50
9.073,0.05129754948854872,-0.08518653476057561,DIRECT-3E-HP Color LJ 4303,-73,BE:0F:F3:F6:CA:3E
9.077,0.05129754948854872,-0.08518653476057561,BMELabIII,-76,14:DA:E9:80:B0:34
9.082,0.05129754948854872,-0.08518653476057561,NYCU,-83,F4:2E:7F:D2:93:A2
9.090,0.05129754948854872,-0.08518653476057561,eduroam,-84,F4:2E:7F:D2:93:A0
9.095,0.05129754948854872,-0.08518653476057561,PM2.5_Setup_E4,-88,74:DA:38:C7:D3:E5
9.101,0.05129754948854872,-0.08518653476057561,ASUS_A8_2G,-38,F0:2F:74:E2:C4:A8
9.106,0.05129754948854872,-0.08518653476057561,DIRECT-34-HP M283 LaserJet,-57,AA:3B:76:CB:18:34
9.111,0.05129754948854872,-0.08518653476057561,JacksoniPhone,-60,DA:9A:F3:00:FF:3E
9.117,0.05129754948854872,-0.08518653476057561,NYCU,-67,F4:2E:7F:D3:10:82
9.122,0.05129754948854872,-0.08518653476057561,APL_ASUS,-71,10:C3:7B:C5:F8:00
9.127,0.05129754948854872,-0.08518653476057561,BMELabIII,-72,14:DA:E9:80:B0:34
9.132,0.05129754948854872,-0.08518653476057561,DIRECT-3E-HP Color LJ 4303,-74,BE:0F:F3:F6:CA:3E
9.138,0.05129754948854872,-0.08518653476057561,ASUS_A8_2G,-40,F0:2F:74:E2:C4:A8
9.143,0.05129754948854872,-0.08518653476057561,DIRECT-34-HP M283 LaserJet,-56,AA:3B:76:CB:18:34
9.148,0.05129754948854872,-0.08518653476057561,JacksoniPhone,-56,DA:9A:F3:00:FF:3E
9.153,0.05129754948854872,-0.08518653476057561,LAB337_EX(2.4G),-60,34:97:F6:A6:80:40
9.158,0.05129754948854872,-0.08518653476057561,NYCU-Guest,-66,F4:2E:7F:D3:10:83
9.163,0.05129754948854872,-0.08518653476057561,NYCU-Seminar,-66,F4:2E:7F:D3:10:84
9.167,0.05129754948854872,-0.08518653476057561,BMELabIII,-70,14:DA:E9:80:B0:34
9.173,0.05129754948854872,-0.08518653476057561,Lab542,-79,A0:36:BC:0E:7A:B8
12.027,0.1958217103508766,0.1691735185947493,ASUS_A8_2G,-44,F0:2F:74:E2:C4:A8
12.034,0.1958217103508766,0.1691735185947493,JacksoniPhone,-48,DA:9A:F3:00:FF:3E
12.040,0.1958217103508766,0.1691735185947493,DIRECT-34-HP M283 LaserJet,-51,AA:3B:76:CB:18:34
