time_s,x,y,wifi_ssid,wifi_rssi,wifi_mac
6.615,2.5593726518686473,3.5213469727528133,JacksoniPhone,-48,DA:9A:F3:00:FF:3E
6.622,2.5593726518686473,3.5213469727528133,ASUS_A8_2G,-50,F0:2F:74:E2:C4:A8
6.628,2.5593726518686473,3.5213469727528133,DIRECT-34-HP M283 LaserJet,-57,AA:3B:76:CB:18:34
6.633,2.5593726518686473,3.5213469727528133,LAB334,-60,10:27:F5:E0:85:37
6.638,2.5593726518686473,3.5213469727528133,BMELabIII,-65,14:DA:E9:80:B0:34
6.644,2.5593726518686473,3.5213469727528133,BMELab,-65,AC:9E:17:79:CE:50
6.649,2.5593726518686473,3.5213469727528133,DIRECT-3E-HP Color LJ 4303,-69,BE:0F:F3:F6:CA:3E
6.656,2.5593726518686473,3.5213469727528133,JacksoniPhone,-51,DA:9A:F3:00:FF:3E
6.662,2.5593726518686473,3.5213469727528133,DIRECT-34-HP M283 LaserJet,-55,AA:3B:76:CB:18:34
6.667,2.5593726518686473,3.5213469727528133,LAB334,-57,10:27:F5:E0:85:37
6.672,2.5593726518686473,3.5213469727528133,BMELab,-62,AC:9E:17:79:CE:50
6.678,2.5593726518686473,3.5213469727528133,eduroam,-66,F4:2E:7F:D3:10:80
6.684,2.5593726518686473,3.5213469727528133,NYCU,-66,F4:2E:7F:D3:10:82
6.689,2.5593726518686473,3.5213469727528133,NYCU-Seminar,-68,F4:2E:7F:D3:10:84
6.695,2.5593726518686473,3.5213469727528133,AIUVL,-68,10:7C:61:DA:BF:A6
6.700,2.5593726518686473,3.5213469727528133,BMELabIII,-72,14:DA:E9:80:B0:34
6.705,2.5593726518686473,3.5213469727528133,DIRECT-3E-HP Color LJ 4303,-73,BE:0F:F3:F6:CA:3E
6.710,2.5593726518686473,3.5213469727528133,NYCU,-76,F4:2E:7F:D2:93:A2
6.715,2.5593726518686473,3.5213469727528133,eduroam,-77,F4:2E:7F:D2:93:A0
6.720,2.5593726518686473,3.5213469727528133,NYCU-Guest,-80,F4:2E:7F:D2:93:A3
6.724,2.5593726518686473,3.5213469727528133,NYCU-Seminar,-80,F4:2E:7F:D2:93:A4
8.113,2.6517101925788076,3.7078323164785028,ASUS_A8_2G,-44,F0:2F:74:E2:C4:A8
8.119,2.6517101925788076,3.7078323164785028,JacksoniPhone,-52,DA:9A:F3:00:FF:3E
8.124,2.6517101925788076,3.7078323164785028,DIRECT-34-HP M283 LaserJet,-55,AA:3B:76:CB:18:34
8.129,2.6517101925788076,3.7078323164785028,NYCU-Seminar,-63,F4:2E:7F:D3:10:84
8.134,2.6517101925788076,3.7078323164785028,eduroam,-64,F4:2E:7F:D3:10:80
8.139,2.6517101925788076,3.7078323164785028,NYCU,-64,F4:2E:7F:D3:10:82
8.144,2.6517101925788076,3.7078323164785028,BMELab,-65,AC:9E:17:79:CE:50
8.149,2.6517101925788076,3.7078323164785028,LAB337_EX(2.4G),-68,34:97:F6:A6:80:40
8.154,2.6517101925788076,3.7078323164785028,D-Link_DIR-612,-69,48:EE:0C:A9:21:B0
8.211,2.6517101925788076,3.7078323164785028,DIRECT-3E-HP Color LJ 4303,-72,BE:0F:F3:F6:CA:3E
8.219,2.6517101925788076,3.7078323164785028,NYCU-Seminar,-73,F4:2E:7F:D2:93:A4
8.226,2.6517101925788076,3.7078323164785028,NYCU,-75,F4:2E:7F:D2:93:A2
8.231,2.6517101925788076,3.7078323164785028,eduroam,-75,F4:2E:7F:D2:93:A0
8.236,2.6517101925788076,3.7078323164785028,NYCU-Guest,-75,F4:2E:7F:D2:93:A3
11.812,2.4137307306616034,3.7935223573489028,JacksoniPhone,-49,DA:9A:F3:00:FF:3E
11.817,2.4137307306616034,3.7935223573489028,ASUS_A8_2G,-49,F0:2F:74:E2:C4:A8
11.822,2.4137307306616034,3.7935223573489028,D-Link_DIR-612,-53,48:EE:0C:A9:21:B0
11.828,2.4137307306616034,3.7935223573489028,LAB334,-55,10:27:F5:E0:85:37
11.833,2.4137307306616034,3.7935223573489028,LAB337_EX(2.4G),-55,34:97:F6:A6:80:40
11.838,2.4137307306616034,3.7935223573489028,DIRECT-34-HP M283 LaserJet,-60,AA:3B:76:CB:18:34
11.843,2.4137307306616034,3.7935223573489028,BMELab,-70,AC:9E:17:79:CE:50
11.848,2.4137307306616034,3.7935223573489028,APL_ASUS,-71,10:C3:7B:C5:F8:00
11.853,2.4137307306616034,3.7935223573489028,eduroam,-72,F4:2E:7F:D2:93:A0
11.858,2.4137307306616034,3.7935223573489028,NYCU-Seminar,-73,F4:2E:7F:D2:93:A4
