time,position,SSID,Mac_address,RSSI
time,position,SSID,Mac_address,RSSI
2025-05-27 16:57:03,"x=-2.58, y=6.56, z=0.0","jerryma, eduroam, NYCU-Guest, NYCU-Seminar, NYCU, LAB337_EX(2.4G), ASUS_A8_2G, JacksoniPhone, DIRECT-34-HP M283 LaserJet, LAB334, PM2.5_Setup_E4, BMELab, NYCU-Guest, NYCU-Seminar, NYCU, D-Link_DIR-612, eduroam, BMELabIII, AIUVL, DIRECT-79-HP M227f LaserJet, Andy, DIRECT-c1-HP M141 LaserJet, NYCU-Guest, NYCU, NYCU-Seminar, eduroam, APL_ASUS, NYCU-Guest, NYCU-Seminar, Lab542, eduroam, NYCU, DIRECT-3E-HP Color LJ 4303, Lab332","F2:1A:15:DC:E4:ED, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:82, 34:97:F6:A6:80:40, F0:2F:74:E2:C4:A8, 3E:CB:EC:CC:07:24, AA:3B:76:CB:18:34, 10:27:F5:E0:85:37, 74:DA:38:C7:D3:E5, AC:9E:17:79:CE:50, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A2, 48:EE:0C:A9:21:B0, F4:2E:7F:D2:93:A0, 14:DA:E9:80:B0:34, 10:7C:61:DA:BF:A6, 4E:EB:BD:6F:EC:79, 06:90:08:27:28:40, 5E:60:BA:43:7D:C1, F4:2E:7F:D4:D4:03, F4:2E:7F:D4:D4:02, F4:2E:7F:D4:D4:04, F4:2E:7F:D4:D4:00, 10:C3:7B:C5:F8:00, F4:2E:7F:D2:C6:C3, F4:2E:7F:D2:C6:C4, A0:36:BC:0E:7A:B8, F4:2E:7F:D2:C6:C0, F4:2E:7F:D2:C6:C2, BE:0F:F3:F6:CA:3E, BC:0F:9A:51:BC:BC","-52, -53, -53, -53, -54, -54, -55, -56, -57, -58, -58, -62, -63, -63, -63, -63, -64, -64, -66, -70, -70, -72, -74, -76, -76, -76, -76, -77, -77, -77, -78, -78, -78, -79"
2025-05-27 16:57:07,"x=-2.58, y=6.56, z=0.0","jerryma, ASUS_A8_2G, D-Link_DIR-612, JacksoniPhone, eduroam, DIRECT-34-HP M283 LaserJet, LAB337_EX(2.4G), NYCU-Seminar, Andy, BMELab, NYCU, NYCU-Guest, NYCU, NYCU-Seminar, eduroam, NYCU-Guest, DIRECT-79-HP M227f LaserJet, APL_ASUS, NYCU, NYCU-Seminar, eduroam, NYCU-Guest, NYCU, NYCU-Seminar, DIRECT-3E-HP Color LJ 4303, NYCU-Guest","F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, 48:EE:0C:A9:21:B0, 3E:CB:EC:CC:07:24, F4:2E:7F:D3:10:80, AA:3B:76:CB:18:34, 34:97:F6:A6:80:40, F4:2E:7F:D3:10:84, 06:90:08:27:28:40, AC:9E:17:79:CE:50, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A3, 4E:EB:BD:6F:EC:79, 10:C3:7B:C5:F8:00, F4:2E:7F:D4:D4:02, F4:2E:7F:D4:D4:04, F4:2E:7F:D4:D4:00, F4:2E:7F:D4:D4:03, F4:2E:7F:D2:C6:C2, F4:2E:7F:D2:C6:C4, BE:0F:F3:F6:CA:3E, F4:2E:7F:D2:C6:C3","-51, -53, -55, -58, -62, -62, -62, -63, -63, -63, -64, -64, -65, -66, -66, -66, -70, -72, -73, -73, -73, -73, -78, -79, -81, -83"
2025-05-27 16:57:10,"x=-2.58, y=6.56, z=0.0","ASUS_A8_2G, D-Link_DIR-612, eduroam, NYCU-Guest, NYCU-Seminar, PM2.5_Setup_E4, jerryma, NYCU, JacksoniPhone, BMELabIII, LAB337_EX(2.4G), DIRECT-34-HP M283 LaserJet, BMELab, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, NYCU, NYCU-Guest, NYCU-Seminar, eduroam, NYCU-Seminar, NYCU-Guest, eduroam, DIRECT-79-HP M227f LaserJet, NYCU, DIRECT-3E-HP Color LJ 4303","F0:2F:74:E2:C4:A8, 48:EE:0C:A9:21:B0, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 74:DA:38:C7:D3:E5, F2:1A:15:DC:E4:ED, F4:2E:7F:D3:10:82, 3E:CB:EC:CC:07:24, 14:DA:E9:80:B0:34, 34:97:F6:A6:80:40, AA:3B:76:CB:18:34, AC:9E:17:79:CE:50, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, F4:2E:7F:D4:D4:02, F4:2E:7F:D4:D4:03, F4:2E:7F:D4:D4:04, F4:2E:7F:D4:D4:00, F4:2E:7F:D2:C6:C4, F4:2E:7F:D2:C6:C3, F4:2E:7F:D2:C6:C0, 4E:EB:BD:6F:EC:79, F4:2E:7F:D2:C6:C2, BE:0F:F3:F6:CA:3E","-52, -54, -57, -57, -57, -57, -58, -59, -59, -60, -61, -62, -63, -64, -64, -64, -64, -71, -71, -71, -72, -76, -78, -78, -79, -80, -83"
2025-05-27 16:57:16,"x=-2.58, y=6.56, z=0.0","D-Link_DIR-612, jerryma, ASUS_A8_2G, eduroam, NYCU-Guest, PM2.5_Setup_E4, NYCU, NYCU-Seminar, DIRECT-34-HP M283 LaserJet, JacksoniPhone, BMELab, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, BMELabIII, DIRECT-79-HP M227f LaserJet, Andy, NYCU-Seminar, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, NYCU-Guest, eduroam, NYCU, DIRECT-3E-HP Color LJ 4303","48:EE:0C:A9:21:B0, F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, 74:DA:38:C7:D3:E5, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:84, AA:3B:76:CB:18:34, 3E:CB:EC:CC:07:24, AC:9E:17:79:CE:50, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, 14:DA:E9:80:B0:34, 4E:EB:BD:6F:EC:79, 06:90:08:27:28:40, F4:2E:7F:D4:D4:04, F4:2E:7F:D4:D4:00, F4:2E:7F:D4:D4:02, F4:2E:7F:D4:D4:03, F4:2E:7F:D2:C6:C4, F4:2E:7F:D2:C6:C3, F4:2E:7F:D2:C6:C0, F4:2E:7F:D2:C6:C2, BE:0F:F3:F6:CA:3E","-55, -56, -56, -57, -57, -57, -58, -59, -59, -59, -62, -65, -65, -65, -65, -65, -67, -68, -70, -71, -71, -71, -76, -78, -78, -79, -81"
2025-05-27 16:57:19,"x=-2.38, y=6.48, z=0.0","ASUS_A8_2G, JacksoniPhone, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, jerryma, PM2.5_Setup_E4, BMELabIII, BMELab, DIRECT-34-HP M283 LaserJet, NYCU-Seminar, D-Link_DIR-612, eduroam, NYCU, NYCU-Guest, LAB337_EX(2.4G), DIRECT-c1-HP M141 LaserJet, APL_ASUS, Andy, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, DIRECT-79-HP M227f LaserJet, eduroam, NYCU-Seminar, NYCU, NYCU-Guest, arai","F0:2F:74:E2:C4:A8, 3E:CB:EC:CC:07:24, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, F2:1A:15:DC:E4:ED, 74:DA:38:C7:D3:E5, 14:DA:E9:80:B0:34, AC:9E:17:79:CE:50, AA:3B:76:CB:18:34, F4:2E:7F:D2:93:A4, 48:EE:0C:A9:21:B0, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, 34:97:F6:A6:80:40, 5E:60:BA:43:7D:C1, 10:C3:7B:C5:F8:00, 06:90:08:27:28:40, F4:2E:7F:D4:D4:00, F4:2E:7F:D4:D4:02, F4:2E:7F:D4:D4:03, F4:2E:7F:D4:D4:04, 4E:EB:BD:6F:EC:79, F4:2E:7F:D2:C6:C0, F4:2E:7F:D2:C6:C4, F4:2E:7F:D2:C6:C2, F4:2E:7F:D2:C6:C3, DA:5F:E5:C9:A6:51","-55, -56, -57, -57, -57, -57, -58, -58, -59, -62, -64, -65, -66, -66, -66, -66, -66, -67, -68, -69, -71, -71, -71, -71, -72, -75, -77, -79, -79, -93"
2025-05-27 16:57:22,"x=-2.33, y=6.49, z=0.0","LAB337_EX(2.4G), DIRECT-34-HP M283 LaserJet, D-Link_DIR-612, JacksoniPhone, eduroam, NYCU-Guest, NYCU-Seminar, PM2.5_Setup_E4, NYCU, jerryma, BMELabIII, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, ASUS_A8_2G, DIRECT-79-HP M227f LaserJet, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, LAB334, Lab542, BMELab, NYCU-Seminar, Andy, NYCU, eduroam, NYCU-Guest","34:97:F6:A6:80:40, AA:3B:76:CB:18:34, 48:EE:0C:A9:21:B0, 3E:CB:EC:CC:07:24, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 74:DA:38:C7:D3:E5, F4:2E:7F:D3:10:82, F2:1A:15:DC:E4:ED, 14:DA:E9:80:B0:34, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, F0:2F:74:E2:C4:A8, 4E:EB:BD:6F:EC:79, F4:2E:7F:D4:D4:00, F4:2E:7F:D4:D4:02, F4:2E:7F:D4:D4:03, F4:2E:7F:D4:D4:04, 10:27:F5:E0:85:37, A0:36:BC:0E:7A:B8, AC:9E:17:79:CE:50, F4:2E:7F:D2:C6:C4, 06:90:08:27:28:40, F4:2E:7F:D2:C6:C2, F4:2E:7F:D2:C6:C0, F4:2E:7F:D2:C6:C3","-56, -57, -58, -59, -60, -60, -60, -60, -61, -63, -63, -64, -64, -64, -64, -65, -67, -70, -70, -70, -70, -70, -74, -74, -75, -76, -77, -78, -78"
2025-05-27 16:57:28,"x=-2.34, y=6.6, z=0.0","ASUS_A8_2G, D-Link_DIR-612, JacksoniPhone, eduroam, NYCU, NYCU-Seminar, NYCU-Guest, DIRECT-34-HP M283 LaserJet, BMELabIII, LAB337_EX(2.4G), PM2.5_Setup_E4, DIRECT-79-HP M227f LaserJet, jerryma, AIUVL, DIRECT-524ABFA7, BMELab, Andy, eduroam, NYCU-Guest, NYCU-Seminar, NYCU, NYCU, NYCU-Seminar, NYCU-Guest, eduroam, NYCU-Seminar, NYCU, NYCU-Guest, DIRECT-3E-HP Color LJ 4303","F0:2F:74:E2:C4:A8, 48:EE:0C:A9:21:B0, 3E:CB:EC:CC:07:24, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:83, AA:3B:76:CB:18:34, 14:DA:E9:80:B0:34, 34:97:F6:A6:80:40, 74:DA:38:C7:D3:E5, 4E:EB:BD:6F:EC:79, F2:1A:15:DC:E4:ED, 10:7C:61:DA:BF:A6, 3A:1A:52:4A:3F:A7, AC:9E:17:79:CE:50, 06:90:08:27:28:40, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, F4:2E:7F:D4:D4:02, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:C6:C4, F4:2E:7F:D2:C6:C3, F4:2E:7F:D4:D4:00, F4:2E:7F:D4:D4:04, F4:2E:7F:D2:C6:C2, F4:2E:7F:D4:D4:03, BE:0F:F3:F6:CA:3E","-57, -59, -59, -60, -60, -60, -61, -62, -62, -64, -64, -65, -66, -66, -71, -71, -75, -80, -80, -80, -81, -81, -81, -82, -83, -83, -84, -84, -85"
2025-05-27 16:57:32,"x=-2.36, y=6.67, z=0.0","LAB337_EX(2.4G), ASUS_A8_2G, JacksoniPhone, jerryma, BMELabIII, Andy, DIRECT-34-HP M283 LaserJet, DIRECT-79-HP M227f LaserJet, NYCU-Guest, eduroam, NYCU-Seminar, NYCU, PM2.5_Setup_E4, NYCU, NYCU-Guest, NYCU-Seminar, eduroam, BMELab, DIRECT-c1-HP M141 LaserJet, D-Link_DIR-612, APL_ASUS, LAB334, Lab332, NYCU-Seminar, NYCU, NYCU-Guest, eduroam, eduroam, NYCU, NYCU-Guest, Lab542, NYCU-Seminar, LAB335-1, arai, ARA_Public","34:97:F6:A6:80:40, F0:2F:74:E2:C4:A8, 3E:CB:EC:CC:07:24, F2:1A:15:DC:E4:ED, 14:DA:E9:80:B0:34, 06:90:08:27:28:40, AA:3B:76:CB:18:34, 4E:EB:BD:6F:EC:79, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:82, 74:DA:38:C7:D3:E5, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A0, AC:9E:17:79:CE:50, 5E:60:BA:43:7D:C1, 48:EE:0C:A9:21:B0, 10:C3:7B:C5:F8:00, 10:27:F5:E0:85:37, BC:0F:9A:51:BC:BC, F4:2E:7F:D4:D4:04, F4:2E:7F:D4:D4:02, F4:2E:7F:D4:D4:03, F4:2E:7F:D2:C6:C0, F4:2E:7F:D4:D4:00, F4:2E:7F:D2:C6:C2, F4:2E:7F:D2:C6:C3, A0:36:BC:0E:7A:B8, F4:2E:7F:D2:C6:C4, 40:86:CB:DF:DB:C8, DA:5F:E5:C9:A6:51, DA:5F:E5:C9:A6:52","-51, -52, -54, -55, -56, -59, -61, -62, -63, -64, -64, -65, -67, -68, -68, -68, -69, -69, -71, -72, -72, -72, -74, -76, -77, -77, -78, -78, -78, -78, -78, -79, -80, -88, -90"
2025-05-27 16:57:35,"x=-2.53, y=6.9, z=0.0","LAB337_EX(2.4G), ASUS_A8_2G, JacksoniPhone, BMELabIII, DIRECT-79-HP M227f LaserJet, NYCU, eduroam, NYCU-Guest, NYCU-Seminar, eduroam, jerryma, NYCU, NYCU-Guest, NYCU-Seminar, D-Link_DIR-612, BMELab, DIRECT-34-HP M283 LaserJet, Andy, PM2.5_Setup_E4, NYCU, eduroam, DIRECT-c1-HP M141 LaserJet, NYCU-Guest, eduroam, NYCU-Guest, NYCU-Seminar, NYCU, NYCU-Seminar, arai, arai, ARA_Public","34:97:F6:A6:80:40, F0:2F:74:E2:C4:A8, 3E:CB:EC:CC:07:24, 14:DA:E9:80:B0:34, 4E:EB:BD:6F:EC:79, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, F4:2E:7F:D2:93:A0, F2:1A:15:DC:E4:ED, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, 48:EE:0C:A9:21:B0, AC:9E:17:79:CE:50, AA:3B:76:CB:18:34, 06:90:08:27:28:40, 74:DA:38:C7:D3:E5, F4:2E:7F:D4:D4:02, F4:2E:7F:D2:C6:C0, 5E:60:BA:43:7D:C1, F4:2E:7F:D4:D4:03, F4:2E:7F:D4:D4:00, F4:2E:7F:D2:C6:C3, F4:2E:7F:D2:C6:C4, F4:2E:7F:D2:C6:C2, F4:2E:7F:D4:D4:04, D8:EC:E5:C9:A9:E3, DA:5F:E5:C9:A6:51, DA:5F:E5:C9:A6:52","-50, -55, -63, -63, -64, -65, -65, -65, -65, -65, -66, -66, -66, -66, -66, -66, -68, -69, -72, -77, -77, -77, -78, -78, -78, -78, -79, -79, -88, -88, -89"
2025-05-27 16:57:42,"x=-2.63, y=7.35, z=0.0","ASUS_A8_2G, NYCU-Guest, eduroam, NYCU, NYCU-Seminar, LAB337_EX(2.4G), BMELab, jerryma, JacksoniPhone, DIRECT-34-HP M283 LaserJet, AIUVL, DIRECT-79-HP M227f LaserJet, BMELabIII, Andy, eduroam, NYCU-Guest, NYCU, NYCU-Seminar, APL_ASUS, D-Link_DIR-612, PM2.5_Setup_E4, DIRECT-c1-HP M141 LaserJet, NYCU-Seminar, DIRECT-3E-HP Color LJ 4303, NYCU, NYCU-Guest, eduroam, WYTN_RD-LAB, WYTN_RD-Meeting, NYCU, LAB539","F0:2F:74:E2:C4:A8, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:84, 34:97:F6:A6:80:40, AC:9E:17:79:CE:50, F2:1A:15:DC:E4:ED, 3E:CB:EC:CC:07:24, AA:3B:76:CB:18:34, 10:7C:61:DA:BF:A6, 4E:EB:BD:6F:EC:79, 14:DA:E9:80:B0:34, 06:90:08:27:28:40, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A4, 10:C3:7B:C5:F8:00, 48:EE:0C:A9:21:B0, 74:DA:38:C7:D3:E5, 5E:60:BA:43:7D:C1, F4:2E:7F:D4:D4:04, BE:0F:F3:F6:CA:3E, F4:2E:7F:D4:D4:02, F4:2E:7F:D4:D4:03, F4:2E:7F:D4:D4:00, A8:5E:45:9A:82:60, A8:5E:45:9A:73:80, F4:2E:7F:D2:C6:C2, 08:BF:B8:67:9F:B0","-50, -51, -52, -53, -53, -57, -57, -59, -59, -61, -61, -62, -64, -65, -66, -66, -67, -67, -68, -71, -72, -74, -77, -77, -78, -78, -78, -78, -81, -86, -88"
2025-05-27 16:57:45,"x=-2.58, y=7.59, z=0.0","eduroam, NYCU-Guest, NYCU-Seminar, NYCU, JacksoniPhone, LAB337_EX(2.4G), D-Link_DIR-612, ASUS_A8_2G, DIRECT-34-HP M283 LaserJet, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, jerryma, LAB334, BMELab, PM2.5_Setup_E4, DIRECT-79-HP M227f LaserJet, BMELabIII, NYCU-Guest, NYCU-Seminar, NYCU, NYCU-Seminar, NYCU, Lab542, Andy, DIRECT-3E-HP Color LJ 4303","F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:82, 3E:CB:EC:CC:07:24, 34:97:F6:A6:80:40, 48:EE:0C:A9:21:B0, F0:2F:74:E2:C4:A8, AA:3B:76:CB:18:34, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, F2:1A:15:DC:E4:ED, 10:27:F5:E0:85:37, AC:9E:17:79:CE:50, 74:DA:38:C7:D3:E5, 4E:EB:BD:6F:EC:79, 14:DA:E9:80:B0:34, F4:2E:7F:D2:C6:C3, F4:2E:7F:D2:C6:C4, F4:2E:7F:D4:D4:02, F4:2E:7F:D4:D4:04, F4:2E:7F:D2:C6:C2, A0:36:BC:0E:7A:B8, 06:90:08:27:28:40, BE:0F:F3:F6:CA:3E","-49, -49, -49, -50, -51, -51, -55, -55, -59, -64, -64, -64, -64, -65, -65, -65, -66, -67, -69, -76, -77, -79, -79, -80, -81, -82, -85"
2025-05-27 16:57:49,"x=-2.58, y=7.75, z=0.0","LAB337_EX(2.4G), jerryma, NYCU, NYCU-Seminar, ASUS_A8_2G, eduroam, NYCU-Guest, BMELabIII, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, JacksoniPhone, DIRECT-34-HP M283 LaserJet, D-Link_DIR-612, LAB334, BMELab, Andy, PM2.5_Setup_E4, NYCU, NYCU-Guest, NYCU-Seminar, NYCU-Seminar, NYCU-Guest, NYCU, eduroam, eduroam, DIRECT-79-HP M227f LaserJet, Lab332, DIRECT-3E-HP Color LJ 4303, ARA_Public, arai","34:97:F6:A6:80:40, F2:1A:15:DC:E4:ED, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:84, F0:2F:74:E2:C4:A8, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, 14:DA:E9:80:B0:34, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, 3E:CB:EC:CC:07:24, AA:3B:76:CB:18:34, 48:EE:0C:A9:21:B0, 10:27:F5:E0:85:37, AC:9E:17:79:CE:50, 06:90:08:27:28:40, 74:DA:38:C7:D3:E5, F4:2E:7F:D2:C6:C2, F4:2E:7F:D2:C6:C3, F4:2E:7F:D2:C6:C4, F4:2E:7F:D4:D4:04, F4:2E:7F:D4:D4:03, F4:2E:7F:D4:D4:02, F4:2E:7F:D2:C6:C0, F4:2E:7F:D4:D4:00, 4E:EB:BD:6F:EC:79, BC:0F:9A:51:BC:BC, BE:0F:F3:F6:CA:3E, DA:5F:E5:C9:A6:52, DA:5F:E5:C9:A6:51","-51, -56, -58, -58, -58, -59, -59, -60, -62, -63, -63, -63, -63, -64, -65, -67, -68, -69, -70, -71, -71, -72, -72, -72, -73, -74, -74, -76, -77, -81, -88, -88"
2025-05-27 16:57:52,"x=-2.62, y=7.92, z=0.0","LAB337_EX(2.4G), JacksoniPhone, D-Link_DIR-612, NYCU, NYCU-Guest, NYCU-Seminar, jerryma, eduroam, BMELabIII, Andy, ASUS_A8_2G, BMELab, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, DIRECT-79-HP M227f LaserJet, DIRECT-34-HP M283 LaserJet, APL_ASUS, eduroam, NYCU, NYCU-Seminar, PM2.5_Setup_E4, NYCU-Guest, NYCU-Guest, NYCU, NYCU-Seminar, DIRECT-3E-HP Color LJ 4303, Lab542, ARA_Public","34:97:F6:A6:80:40, 3E:CB:EC:CC:07:24, 48:EE:0C:A9:21:B0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, F2:1A:15:DC:E4:ED, F4:2E:7F:D2:93:A0, 14:DA:E9:80:B0:34, 06:90:08:27:28:40, F0:2F:74:E2:C4:A8, AC:9E:17:79:CE:50, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 4E:EB:BD:6F:EC:79, AA:3B:76:CB:18:34, 10:C3:7B:C5:F8:00, F4:2E:7F:D4:D4:00, F4:2E:7F:D4:D4:02, F4:2E:7F:D4:D4:04, 74:DA:38:C7:D3:E5, F4:2E:7F:D4:D4:03, F4:2E:7F:D2:C6:C3, F4:2E:7F:D2:C6:C2, F4:2E:7F:D2:C6:C4, BE:0F:F3:F6:CA:3E, A0:36:BC:0E:7A:B8, DA:5F:E5:C9:A6:52","-51, -54, -59, -60, -60, -60, -60, -61, -61, -62, -62, -63, -64, -64, -65, -65, -65, -66, -69, -74, -74, -74, -74, -75, -78, -79, -79, -80, -84, -91"
2025-05-27 16:57:55,"x=-2.76, y=8.22, z=0.0","LAB337_EX(2.4G), D-Link_DIR-612, ASUS_A8_2G, eduroam, JacksoniPhone, NYCU, NYCU-Seminar, NYCU-Guest, BMELabIII, jerryma, DIRECT-34-HP M283 LaserJet, NYCU-Guest, NYCU-Seminar, BMELab, eduroam, NYCU, PM2.5_Setup_E4, NYCU, NYCU-Guest, NYCU-Seminar, eduroam, NYCU-Seminar, DIRECT-3E-HP Color LJ 4303, NYCU-Guest, NYCU, LAB539, ARA_Public, arai","34:97:F6:A6:80:40, 48:EE:0C:A9:21:B0, F0:2F:74:E2:C4:A8, F4:2E:7F:D3:10:80, 3E:CB:EC:CC:07:24, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:83, 14:DA:E9:80:B0:34, F2:1A:15:DC:E4:ED, AA:3B:76:CB:18:34, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, AC:9E:17:79:CE:50, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, 74:DA:38:C7:D3:E5, F4:2E:7F:D4:D4:02, F4:2E:7F:D4:D4:03, F4:2E:7F:D4:D4:04, F4:2E:7F:D4:D4:00, F4:2E:7F:D2:C6:C4, BE:0F:F3:F6:CA:3E, F4:2E:7F:D2:C6:C3, F4:2E:7F:D2:C6:C2, 08:BF:B8:67:9F:B0, DA:5F:E5:C9:A6:52, DA:5F:E5:C9:A6:51","-51, -53, -54, -56, -56, -57, -57, -58, -59, -61, -65, -66, -66, -66, -67, -67, -67, -79, -79, -79, -79, -80, -81, -82, -83, -86, -91, -93"
2025-05-27 16:57:59,"x=-2.76, y=8.22, z=0.0","LAB337_EX(2.4G), NYCU-Guest, D-Link_DIR-612, NYCU-Seminar, LAB334, eduroam, ASUS_A8_2G, NYCU, DIRECT-34-HP M283 LaserJet, Andy, jerryma, DIRECT-79-HP M227f LaserJet, BMELab, JacksoniPhone, BMELabIII, eduroam, NYCU-Guest, NYCU, NYCU-Seminar, PM2.5_Setup_E4, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, Lab542, eduroam, ARA_Public, WYTN_RD-Meeting, LAB539","34:97:F6:A6:80:40, F4:2E:7F:D3:10:83, 48:EE:0C:A9:21:B0, F4:2E:7F:D3:10:84, 10:27:F5:E0:85:37, F4:2E:7F:D3:10:80, F0:2F:74:E2:C4:A8, F4:2E:7F:D3:10:82, AA:3B:76:CB:18:34, 06:90:08:27:28:40, F2:1A:15:DC:E4:ED, 4E:EB:BD:6F:EC:79, AC:9E:17:79:CE:50, 3E:CB:EC:CC:07:24, 14:DA:E9:80:B0:34, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A4, 74:DA:38:C7:D3:E5, F4:2E:7F:D4:D4:00, F4:2E:7F:D4:D4:02, F4:2E:7F:D4:D4:03, F4:2E:7F:D4:D4:04, A0:36:BC:0E:7A:B8, F4:2E:7F:D2:C6:C0, DA:5F:E5:C9:A6:52, A8:5E:45:9A:73:80, 08:BF:B8:67:9F:B0","-48, -57, -58, -59, -59, -61, -61, -62, -64, -64, -66, -68, -68, -70, -70, -71, -71, -72, -72, -73, -75, -77, -77, -77, -81, -85, -85, -86, -87"
2025-05-27 16:58:05,"x=-3.0, y=8.78, z=0.0","LAB337_EX(2.4G), D-Link_DIR-612, ASUS_A8_2G, NYCU-Seminar, JacksoniPhone, NYCU-Guest, NYCU, DIRECT-79-HP M227f LaserJet, jerryma, eduroam, BMELabIII, NYCU-Seminar, Andy, eduroam, NYCU, NYCU-Guest, DIRECT-34-HP M283 LaserJet, BMELab, PM2.5_Setup_E4, NYCU, DIRECT-3E-HP Color LJ 4303, NYCU-Seminar, NYCU-Guest, LAB539, ARA_Public","34:97:F6:A6:80:40, 48:EE:0C:A9:21:B0, F0:2F:74:E2:C4:A8, F4:2E:7F:D3:10:84, 3E:CB:EC:CC:07:24, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:82, 4E:EB:BD:6F:EC:79, F2:1A:15:DC:E4:ED, F4:2E:7F:D3:10:80, 14:DA:E9:80:B0:34, F4:2E:7F:D2:93:A4, 06:90:08:27:28:40, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, AA:3B:76:CB:18:34, AC:9E:17:79:CE:50, 74:DA:38:C7:D3:E5, F4:2E:7F:D4:D4:02, BE:0F:F3:F6:CA:3E, F4:2E:7F:D4:D4:04, F4:2E:7F:D4:D4:03, 08:BF:B8:67:9F:B0, DA:5F:E5:C9:A6:52","-52, -53, -55, -56, -56, -58, -59, -60, -61, -61, -62, -64, -64, -65, -65, -65, -67, -68, -76, -78, -79, -81, -83, -86, -89"
