time,position,SSID,Mac_address,RSSI
2025-05-26 10:48:27,"x=-2.1, y=11.76, z=0.0","ASUS_A8_2G, LAB337_EX(2.4G), jerryma, DIRECT-34-HP M283 LaserJet, DIRECT-79-HP M227f LaserJet, AIUVL, NYCU-Guest, NYCU-Seminar, BMELabIII, NYCU, eduroam, NYCU-Guest, LAB334, eduroam, NYCU, NYCU-Seminar, BMELab, DIRECT-3E-HP Color LJ 4303, Lab332, DIRECT-524ABFA7, LAB539","F0:2F:74:E2:C4:A8, 34:97:F6:A6:80:40, F2:1A:15:DC:E4:ED, AA:3B:76:CB:18:34, 4E:EB:BD:6F:EC:79, 10:7C:61:DA:BF:A6, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 14:DA:E9:80:B0:34, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:80, F4:2E:7F:D2:93:A3, 10:27:F5:E0:85:37, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A4, AC:9E:17:79:CE:50, BE:0F:F3:F6:CA:3E, BC:0F:9A:51:BC:BC, 3A:1A:52:4A:3F:A7, 08:BF:B8:67:9F:B0","-54, -57, -59, -59, -61, -61, -63, -63, -63, -64, -64, -68, -68, -71, -71, -71, -79, -80, -83, -85, -90"
2025-05-26 10:48:30,"x=-2.1, y=11.76, z=0.0","ASUS_A8_2G, D-Link_DIR-612, LAB337_EX(2.4G), DIRECT-34-HP M283 LaserJet, jerryma, AIUVL, LAB335-1, BMELab, eduroam, DIRECT-79-HP M227f LaserJet, BMELabIII, NYCU, NYCU-Guest, NYCU-Seminar, eduroam, NYCU-Guest, NYCU-Seminar, DIRECT-3E-HP Color LJ 4303, Lab542","F0:2F:74:E2:C4:A8, 48:EE:0C:A9:21:B0, 34:97:F6:A6:80:40, AA:3B:76:CB:18:34, F2:1A:15:DC:E4:ED, 10:7C:61:DA:BF:A6, 40:86:CB:DF:DB:C8, AC:9E:17:79:CE:50, F4:2E:7F:D3:10:80, 4E:EB:BD:6F:EC:79, 14:DA:E9:80:B0:34, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, BE:0F:F3:F6:CA:3E, A0:36:BC:0E:7A:B8","-54, -55, -56, -57, -61, -62, -66, -66, -68, -68, -68, -69, -69, -69, -73, -73, -73, -77, -85"
2025-05-26 10:48:34,"x=-2.1, y=11.76, z=0.0","LAB337_EX(2.4G), jerryma, DIRECT-79-HP M227f LaserJet, D-Link_DIR-612, ASUS_A8_2G, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, AIUVL, BMELabIII, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, DIRECT-524ABFA7, DIRECT-3E-HP Color LJ 4303, PM2.5_Setup_E4","34:97:F6:A6:80:40, F2:1A:15:DC:E4:ED, 4E:EB:BD:6F:EC:79, 48:EE:0C:A9:21:B0, F0:2F:74:E2:C4:A8, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 10:7C:61:DA:BF:A6, 14:DA:E9:80:B0:34, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, 3A:1A:52:4A:3F:A7, BE:0F:F3:F6:CA:3E, 74:DA:38:C7:D3:E5","-52, -57, -63, -64, -64, -65, -65, -65, -65, -68, -72, -81, -81, -81, -82, -87, -87, -88"
2025-05-26 10:48:37,"x=-2.1, y=11.76, z=0.0","DIRECT-34-HP M283 LaserJet, ASUS_A8_2G, eduroam, BMELab, D-Link_DIR-612, jerryma, NYCU-Guest, NYCU, NYCU-Seminar, BMELabIII, AIUVL, DIRECT-79-HP M227f LaserJet, NYCU-Seminar, eduroam, DIRECT-3E-HP Color LJ 4303, NYCU-Guest, DIRECT-524ABFA7, NYCU","AA:3B:76:CB:18:34, F0:2F:74:E2:C4:A8, F4:2E:7F:D3:10:80, AC:9E:17:79:CE:50, 48:EE:0C:A9:21:B0, F2:1A:15:DC:E4:ED, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:84, 14:DA:E9:80:B0:34, 10:7C:61:DA:BF:A6, 4E:EB:BD:6F:EC:79, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A0, BE:0F:F3:F6:CA:3E, F4:2E:7F:D2:93:A3, 3A:1A:52:4A:3F:A7, F4:2E:7F:D2:93:A2","-58, -59, -63, -63, -65, -67, -67, -68, -68, -70, -72, -73, -84, -84, -84, -85, -86, -87"
2025-05-26 10:48:40,"x=-2.1, y=11.76, z=0.0","LAB337_EX(2.4G), DIRECT-34-HP M283 LaserJet, jerryma, DIRECT-79-HP M227f LaserJet, NYCU, eduroam, NYCU-Guest, NYCU-Seminar, AIUVL, D-Link_DIR-612, APL_ASUS, BMELab, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, DIRECT-524ABFA7, PM2.5_Setup_E4, DIRECT-3E-HP Color LJ 4303","34:97:F6:A6:80:40, AA:3B:76:CB:18:34, F2:1A:15:DC:E4:ED, 4E:EB:BD:6F:EC:79, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 10:7C:61:DA:BF:A6, 48:EE:0C:A9:21:B0, 10:C3:7B:C5:F8:00, AC:9E:17:79:CE:50, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, 3A:1A:52:4A:3F:A7, 74:DA:38:C7:D3:E5, BE:0F:F3:F6:CA:3E","-57, -59, -60, -64, -65, -66, -66, -66, -66, -68, -71, -71, -79, -79, -79, -81, -87, -89, -90"
2025-05-26 10:48:43,"x=-2.1, y=11.76, z=0.0","DIRECT-34-HP M283 LaserJet, jerryma, D-Link_DIR-612, LAB337_EX(2.4G), ASUS_A8_2G, BMELab, NYCU-Guest, NYCU-Seminar, eduroam, NYCU, BMELabIII, APL_ASUS, LAB335-1, PM2.5_Setup_E4, DIRECT-3E-HP Color LJ 4303, NYCU, Android_9429","AA:3B:76:CB:18:34, F2:1A:15:DC:E4:ED, 48:EE:0C:A9:21:B0, 34:97:F6:A6:80:40, F0:2F:74:E2:C4:A8, AC:9E:17:79:CE:50, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, 14:DA:E9:80:B0:34, 10:C3:7B:C5:F8:00, 40:86:CB:DF:DB:C8, 74:DA:38:C7:D3:E5, BE:0F:F3:F6:CA:3E, F4:2E:7F:D2:93:A2, 02:2E:5A:12:9E:45","-56, -57, -58, -59, -63, -67, -68, -68, -69, -69, -69, -72, -75, -81, -82, -83, -86"
2025-05-26 10:48:46,"x=-2.1, y=11.76, z=0.0","DIRECT-34-HP M283 LaserJet, D-Link_DIR-612, jerryma, NYCU-Guest, ASUS_A8_2G, eduroam, NYCU, NYCU-Seminar, BMELab, BMELabIII, PM2.5_Setup_E4, DIRECT-3E-HP Color LJ 4303, eduroam, NYCU-Guest, NYCU, NYCU-Seminar, WYTN_RD-Meeting","AA:3B:76:CB:18:34, 48:EE:0C:A9:21:B0, F2:1A:15:DC:E4:ED, F4:2E:7F:D3:10:83, F0:2F:74:E2:C4:A8, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:84, AC:9E:17:79:CE:50, 14:DA:E9:80:B0:34, 74:DA:38:C7:D3:E5, BE:0F:F3:F6:CA:3E, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A4, A8:5E:45:9A:73:80","-55, -57, -60, -66, -66, -67, -67, -67, -67, -68, -81, -81, -84, -84, -84, -85, -90"
2025-05-26 10:48:50,"x=-2.1, y=11.76, z=0.0","LAB337_EX(2.4G), jerryma, DIRECT-34-HP M283 LaserJet, D-Link_DIR-612, NYCU-Guest, NYCU-Seminar, BMELab, eduroam, NYCU, DIRECT-79-HP M227f LaserJet, LAB335-1, APL_ASUS, LAB334, NYCU-Seminar, NYCU, NYCU-Guest, eduroam, Android_9429, ARA_Public, Lab542, DIRECT-3E-HP Color LJ 4303","34:97:F6:A6:80:40, F2:1A:15:DC:E4:ED, AA:3B:76:CB:18:34, 48:EE:0C:A9:21:B0, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, AC:9E:17:79:CE:50, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, 4E:EB:BD:6F:EC:79, 40:86:CB:DF:DB:C8, 10:C3:7B:C5:F8:00, 10:27:F5:E0:85:37, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A0, 02:2E:5A:12:9E:45, DA:5F:E5:C9:A6:52, A0:36:BC:0E:7A:B8, BE:0F:F3:F6:CA:3E","-53, -56, -57, -60, -65, -65, -65, -66, -66, -68, -70, -70, -71, -82, -83, -84, -84, -87, -90, -92, -92"
2025-05-26 10:48:53,"x=-2.1, y=11.76, z=0.0","DIRECT-34-HP M283 LaserJet, D-Link_DIR-612, LAB337_EX(2.4G), DIRECT-79-HP M227f LaserJet, ASUS_A8_2G, jerryma, NYCU-Guest, NYCU-Seminar, eduroam, NYCU, BMELabIII, LAB334, NYCU, eduroam, NYCU-Guest, NYCU-Seminar, DIRECT-3E-HP Color LJ 4303, ARA_Public, arai, Android_9429","AA:3B:76:CB:18:34, 48:EE:0C:A9:21:B0, 34:97:F6:A6:80:40, 4E:EB:BD:6F:EC:79, F0:2F:74:E2:C4:A8, F2:1A:15:DC:E4:ED, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, 14:DA:E9:80:B0:34, 10:27:F5:E0:85:37, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, BE:0F:F3:F6:CA:3E, DA:5F:E5:C9:A6:52, DA:5F:E5:C9:A6:51, 02:2E:5A:12:9E:45","-57, -58, -58, -60, -62, -65, -68, -68, -68, -70, -71, -78, -80, -82, -82, -82, -86, -87, -87, -88"
2025-05-26 10:48:56,"x=-2.1, y=11.76, z=0.0","DIRECT-34-HP M283 LaserJet, jerryma, D-Link_DIR-612, DIRECT-79-HP M227f LaserJet, LAB337_EX(2.4G), ASUS_A8_2G, BMELabIII, AIUVL, NYCU-Guest, NYCU-Seminar, eduroam, NYCU, LAB334, BMELab, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, WYTN_RD-LAB, DIRECT-3E-HP Color LJ 4303, Lab542","AA:3B:76:CB:18:34, F2:1A:15:DC:E4:ED, 48:EE:0C:A9:21:B0, 4E:EB:BD:6F:EC:79, 34:97:F6:A6:80:40, F0:2F:74:E2:C4:A8, 14:DA:E9:80:B0:34, 10:7C:61:DA:BF:A6, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, 10:27:F5:E0:85:37, AC:9E:17:79:CE:50, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, A8:5E:45:9A:82:60, BE:0F:F3:F6:CA:3E, A0:36:BC:0E:7A:B8","-54, -56, -56, -56, -56, -61, -69, -70, -72, -72, -73, -73, -75, -76, -78, -78, -81, -81, -81, -84, -90"
2025-05-26 10:49:02,"x=-2.1, y=11.76, z=0.0","DIRECT-34-HP M283 LaserJet, jerryma, LAB337_EX(2.4G), ASUS_A8_2G, D-Link_DIR-612, BMELabIII, BMELab, NYCU-Seminar, eduroam, NYCU, NYCU-Guest, DIRECT-3E-HP Color LJ 4303, PM2.5_Setup_E4","AA:3B:76:CB:18:34, F2:1A:15:DC:E4:ED, 34:97:F6:A6:80:40, F0:2F:74:E2:C4:A8, 48:EE:0C:A9:21:B0, 14:DA:E9:80:B0:34, AC:9E:17:79:CE:50, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, BE:0F:F3:F6:CA:3E, 74:DA:38:C7:D3:E5","-52, -56, -56, -59, -64, -67, -67, -74, -74, -74, -74, -82, -82"
2025-05-26 10:49:06,"x=-2.1, y=11.76, z=0.0","DIRECT-34-HP M283 LaserJet, DIRECT-79-HP M227f LaserJet, LAB337_EX(2.4G), ASUS_A8_2G, jerryma, D-Link_DIR-612, BMELab, LAB334, AIUVL, NYCU, NYCU-Guest, NYCU-Seminar, eduroam, PM2.5_Setup_E4, DIRECT-3E-HP Color LJ 4303, WYTN_RD-LAB, NYCU-Guest, NYCU-Seminar, DIRECT-524ABFA7","AA:3B:76:CB:18:34, 4E:EB:BD:6F:EC:79, 34:97:F6:A6:80:40, F0:2F:74:E2:C4:A8, F2:1A:15:DC:E4:ED, 48:EE:0C:A9:21:B0, AC:9E:17:79:CE:50, 10:27:F5:E0:85:37, 10:7C:61:DA:BF:A6, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:80, 74:DA:38:C7:D3:E5, BE:0F:F3:F6:CA:3E, A8:5E:45:9A:82:60, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, 3A:1A:52:4A:3F:A7","-51, -55, -56, -56, -57, -64, -69, -73, -74, -75, -76, -76, -77, -80, -81, -84, -85, -85, -85"
2025-05-26 10:49:09,"x=-2.1, y=11.76, z=0.0","DIRECT-34-HP M283 LaserJet, DIRECT-79-HP M227f LaserJet, jerryma, LAB337_EX(2.4G), ASUS_A8_2G, BMELabIII, BMELab, LAB334, AIUVL, NYCU, eduroam, NYCU-Guest, NYCU-Seminar, APL_ASUS, eduroam, NYCU, NYCU-Seminar, NYCU-Guest, DIRECT-3E-HP Color LJ 4303, Lab542, DIRECT-524ABFA7","AA:3B:76:CB:18:34, 4E:EB:BD:6F:EC:79, F2:1A:15:DC:E4:ED, 34:97:F6:A6:80:40, F0:2F:74:E2:C4:A8, 14:DA:E9:80:B0:34, AC:9E:17:79:CE:50, 10:27:F5:E0:85:37, 10:7C:61:DA:BF:A6, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 10:C3:7B:C5:F8:00, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A3, BE:0F:F3:F6:CA:3E, A0:36:BC:0E:7A:B8, 3A:1A:52:4A:3F:A7","-53, -53, -57, -57, -58, -66, -69, -72, -72, -73, -74, -74, -74, -74, -79, -79, -79, -80, -80, -87, -88"
2025-05-26 10:49:12,"x=-2.1, y=11.76, z=0.0","DIRECT-79-HP M227f LaserJet, DIRECT-34-HP M283 LaserJet, jerryma, LAB337_EX(2.4G), ASUS_A8_2G, D-Link_DIR-612, BMELab, eduroam, NYCU-Seminar, NYCU-Guest, NYCU, DIRECT-3E-HP Color LJ 4303, eduroam, NYCU-Guest, NYCU-Seminar, NYCU, WYTN_RD-LAB, DIRECT-524ABFA7","4E:EB:BD:6F:EC:79, AA:3B:76:CB:18:34, F2:1A:15:DC:E4:ED, 34:97:F6:A6:80:40, F0:2F:74:E2:C4:A8, 48:EE:0C:A9:21:B0, AC:9E:17:79:CE:50, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:82, BE:0F:F3:F6:CA:3E, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A2, A8:5E:45:9A:82:60, 3A:1A:52:4A:3F:A7","-53, -53, -57, -58, -58, -64, -68, -73, -73, -74, -75, -80, -81, -81, -81, -82, -84, -85"
time,position,SSID,Mac_address,RSSI
2025-05-26 10:50:20,"x=-2.1, y=11.76, z=0.0","ASUS_A8_2G, D-Link_DIR-612, jerryma, DIRECT-34-HP M283 LaserJet, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, AIUVL, BMELab, BMELabIII, DIRECT-79-HP M227f LaserJet, LAB337_EX(2.4G), eduroam, NYCU-Seminar, NYCU, NYCU-Guest, LAB335-1, APL_ASUS, WYTN_RD-LAB, DIRECT-00-HP , Android_9429, arai2, LAB539, PM2.5_Setup_E4, CHT Wi-Fi(HiNet)","F0:2F:74:E2:C4:A8, 48:EE:0C:A9:21:B0, F2:1A:15:DC:E4:ED, AA:3B:76:CB:18:34, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 10:7C:61:DA:BF:A6, AC:9E:17:79:CE:50, 14:DA:E9:80:B0:34, 4E:EB:BD:6F:EC:79, 34:97:F6:A6:80:40, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, 40:86:CB:DF:DB:C8, 10:C3:7B:C5:F8:00, A8:5E:45:9A:82:60, 5E:60:BA:41:C6:00, 02:2E:5A:12:9E:45, DA:E3:E5:C9:A9:E4, 08:BF:B8:67:9F:B0, 74:DA:38:C7:D3:E5, 10:62:EB:C4:48:21","-56, -61, -62, -63, -64, -64, -64, -64, -65, -65, -67, -68, -70, -77, -77, -78, -78, -79, -79, -82, -86, -87, -89, -89, -90, -92"
2025-05-26 10:50:23,"x=-2.1, y=11.76, z=0.0","ASUS_A8_2G, jerryma, D-Link_DIR-612, eduroam, NYCU-Guest, NYCU-Seminar, NYCU, AIUVL, BMELab, DIRECT-34-HP M283 LaserJet, BMELabIII, DIRECT-79-HP M227f LaserJet, LAB337_EX(2.4G), NYCU, NYCU-Seminar, eduroam, LAB335-1, NYCU-Guest, DIRECT-3E-HP Color LJ 4303, WYTN_RD-LAB, APL_ASUS, arai, Android_9429, WYTN_RD-Meeting, PM2.5_Setup_E4, LAB539","F0:2F:74:E2:C4:A8, F2:1A:15:DC:E4:ED, 48:EE:0C:A9:21:B0, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:82, 10:7C:61:DA:BF:A6, AC:9E:17:79:CE:50, AA:3B:76:CB:18:34, 14:DA:E9:80:B0:34, 4E:EB:BD:6F:EC:79, 34:97:F6:A6:80:40, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A0, 40:86:CB:DF:DB:C8, F4:2E:7F:D2:93:A3, BE:0F:F3:F6:CA:3E, A8:5E:45:9A:82:60, 10:C3:7B:C5:F8:00, D8:EC:E5:C9:A9:E3, 02:2E:5A:12:9E:45, A8:5E:45:9A:73:80, 74:DA:38:C7:D3:E5, 08:BF:B8:67:9F:B0","-54, -60, -64, -64, -64, -64, -65, -65, -65, -67, -67, -68, -72, -78, -78, -79, -79, -80, -80, -81, -82, -87, -88, -89, -90, -91"
2025-05-26 10:50:27,"x=-2.1, y=11.76, z=0.0","ASUS_A8_2G, D-Link_DIR-612, jerryma, BMELab, NYCU, NYCU-Guest, NYCU-Seminar, LAB337_EX(2.4G), eduroam, AIUVL, DIRECT-34-HP M283 LaserJet, BMELabIII, LAB335-1, DIRECT-79-HP M227f LaserJet, NYCU-Seminar, eduroam, NYCU, NYCU-Guest, DIRECT-3E-HP Color LJ 4303, APL_ASUS, WYTN_RD-LAB, Lab542, Android_9429, ARA_Public, WYTN_RD-Meeting","F0:2F:74:E2:C4:A8, 48:EE:0C:A9:21:B0, F2:1A:15:DC:E4:ED, AC:9E:17:79:CE:50, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 34:97:F6:A6:80:40, F4:2E:7F:D3:10:80, 10:7C:61:DA:BF:A6, AA:3B:76:CB:18:34, 14:DA:E9:80:B0:34, 40:86:CB:DF:DB:C8, 4E:EB:BD:6F:EC:79, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, BE:0F:F3:F6:CA:3E, 10:C3:7B:C5:F8:00, A8:5E:45:9A:82:60, A0:36:BC:0E:7A:B8, 02:2E:5A:12:9E:45, DA:E3:E5:C9:A9:E7, A8:5E:45:9A:73:80","-56, -60, -60, -62, -64, -64, -64, -64, -65, -65, -66, -66, -68, -68, -77, -78, -78, -78, -80, -81, -83, -86, -87, -90, -92"
2025-05-26 10:50:34,"x=-2.1, y=11.76, z=0.0","ASUS_A8_2G, D-Link_DIR-612, LAB337_EX(2.4G), jerryma, BMELab, NYCU, NYCU-Guest, NYCU-Seminar, DIRECT-34-HP M283 LaserJet, AIUVL, eduroam, BMELabIII, DIRECT-79-HP M227f LaserJet, LAB335-1, NYCU, NYCU-Guest, NYCU-Seminar, eduroam, DIRECT-3E-HP Color LJ 4303, WYTN_RD-LAB, DIRECT-00-HP , Lab542, Android_9429, LAB539, WYTN_RD-Meeting, PM2.5_Setup_E4, ARA_Public","F0:2F:74:E2:C4:A8, 48:EE:0C:A9:21:B0, 34:97:F6:A6:80:40, F2:1A:15:DC:E4:ED, AC:9E:17:79:CE:50, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, AA:3B:76:CB:18:34, 10:7C:61:DA:BF:A6, F4:2E:7F:D3:10:80, 14:DA:E9:80:B0:34, 4E:EB:BD:6F:EC:79, 40:86:CB:DF:DB:C8, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A0, BE:0F:F3:F6:CA:3E, A8:5E:45:9A:82:60, 5E:60:BA:41:C6:00, A0:36:BC:0E:7A:B8, 02:2E:5A:12:9E:45, 08:BF:B8:67:9F:B0, A8:5E:45:9A:73:80, 74:DA:38:C7:D3:E5, DA:E3:E5:C9:A9:E7","-55, -62, -62, -63, -64, -65, -65, -65, -65, -65, -66, -66, -70, -71, -78, -78, -78, -78, -80, -82, -85, -85, -86, -89, -90, -91, -92"
2025-05-26 10:50:38,"x=-2.1, y=11.76, z=0.0","ASUS_A8_2G, LAB337_EX(2.4G), jerryma, BMELab, DIRECT-34-HP M283 LaserJet, AIUVL, BMELabIII, D-Link_DIR-612, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, DIRECT-79-HP M227f LaserJet, NYCU, eduroam, NYCU-Guest, NYCU-Seminar, APL_ASUS, LAB334, LAB335-1, DIRECT-3E-HP Color LJ 4303, WYTN_RD-LAB, Android_9429, LAB539, arai, Lab332, WYTN_RD-Meeting","F0:2F:74:E2:C4:A8, 34:97:F6:A6:80:40, F2:1A:15:DC:E4:ED, AC:9E:17:79:CE:50, AA:3B:76:CB:18:34, 10:7C:61:DA:BF:A6, 14:DA:E9:80:B0:34, 48:EE:0C:A9:21:B0, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 4E:EB:BD:6F:EC:79, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, 10:C3:7B:C5:F8:00, 10:27:F5:E0:85:37, 40:86:CB:DF:DB:C8, BE:0F:F3:F6:CA:3E, A8:5E:45:9A:82:60, 02:2E:5A:12:9E:45, 08:BF:B8:67:9F:B0, D8:EC:E5:C9:A9:E3, BC:0F:9A:51:BC:BC, A8:5E:45:9A:73:80","-55, -59, -63, -63, -65, -65, -66, -67, -67, -67, -68, -68, -72, -75, -75, -75, -76, -77, -79, -81, -81, -82, -87, -88, -89, -91, -92"
2025-05-26 10:50:41,"x=-3.55, y=11.22, z=0.0","ASUS_A8_2G, jerryma, D-Link_DIR-612, AIUVL, LAB337_EX(2.4G), BMELab, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, LAB335-1, DIRECT-34-HP M283 LaserJet, BMELabIII, APL_ASUS, DIRECT-79-HP M227f LaserJet, NYCU, NYCU-Guest, NYCU-Seminar, eduroam, Android_9429, DIRECT-3E-HP Color LJ 4303, WYTN_RD-LAB, Lab542, DIRECT-00-HP , WYTN_RD-Meeting, ARA_Public","F0:2F:74:E2:C4:A8, F2:1A:15:DC:E4:ED, 48:EE:0C:A9:21:B0, 10:7C:61:DA:BF:A6, 34:97:F6:A6:80:40, AC:9E:17:79:CE:50, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 40:86:CB:DF:DB:C8, AA:3B:76:CB:18:34, 14:DA:E9:80:B0:34, 10:C3:7B:C5:F8:00, 4E:EB:BD:6F:EC:79, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A0, 02:2E:5A:12:9E:45, BE:0F:F3:F6:CA:3E, A8:5E:45:9A:82:60, A0:36:BC:0E:7A:B8, 5E:60:BA:41:C6:00, A8:5E:45:9A:73:80, DA:E3:E5:C9:A9:E7","-54, -61, -64, -64, -64, -64, -67, -67, -67, -67, -68, -68, -68, -72, -72, -77, -77, -77, -78, -79, -80, -83, -86, -87, -89, -91"
2025-05-26 10:50:45,"x=-3.55, y=11.22, z=0.0","ASUS_A8_2G, jerryma, BMELab, DIRECT-34-HP M283 LaserJet, AIUVL, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, LAB337_EX(2.4G), D-Link_DIR-612, LAB335-1, BMELabIII, DIRECT-79-HP M227f LaserJet, NYCU-Seminar, NYCU, NYCU-Guest, DIRECT-3E-HP Color LJ 4303, WYTN_RD-LAB, Android_9429, ARA_Public","F0:2F:74:E2:C4:A8, F2:1A:15:DC:E4:ED, AC:9E:17:79:CE:50, AA:3B:76:CB:18:34, 10:7C:61:DA:BF:A6, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 34:97:F6:A6:80:40, 48:EE:0C:A9:21:B0, 40:86:CB:DF:DB:C8, 14:DA:E9:80:B0:34, 4E:EB:BD:6F:EC:79, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, BE:0F:F3:F6:CA:3E, A8:5E:45:9A:82:60, 02:2E:5A:12:9E:45, DA:E3:E5:C9:A9:E7","-54, -59, -63, -65, -66, -67, -67, -67, -67, -67, -68, -69, -71, -71, -75, -75, -76, -80, -81, -86, -88"
